,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice
12269,000103-00-0525,C08,C15,,,,,,,,,,,,,,
12270,000103-00-0556,C08,C15,C05,C13,,,,,,,,,,,,
12271,001102-00-1005,C08,C15,C14,C03,,,,,,,,,,,,
12272,000502-00-0869,C04,C15,C02,,,,,,,,,,,,,
12273,000302-00-0218,C04,C15,C01,C12,C06,C09,C05,,,,,,,,,
12274,000302-00-0460,C04,C15,C14,,,,,,,,,,,,,
12275,001001-00-0787,C04,C15,C11,C09,C12,,,,,,,,,,,
12276,000603-00-0039,WI0,,,,,,,,,,,,,,,
12277,000503-00-0932,overvote,WI0,,,,,,,,,,,,,,
12278,000502-00-0012,WI0,,,,,,,,,,,,,,,
12279,001001-00-0001,WI0,,,,,,,,,,,,,,,
12280,000201-00-0014,WI0,,,,,,,,,,,,,,,
12281,000103-00-0017,WI0,,,,,,,,,,,,,,,
12282,000603-00-0038,WI0,WI0,,,,,,,,,,,,,,
12283,001102-00-0686,WI0,,,,,,,,,,,,,,,
12284,000701-00-0018,WI0,,,,,,,,,,,,,,,
12285,001002-00-0010,WI0,,,,,,,,,,,,,,,
12286,000301-00-0006,WI0,WI0,WI0,WI0,WI0,WI0,WI0,WI0,WI0,,,,,,,
12287,000902-00-1001,C10,,,,,,,,,,,,,,,
12288,000801-00-0092,C10,,,,,,,,,,,,,,,
12289,000501-00-0376,C10,,,,,,,,,,,,,,,
12290,000501-00-0632,C10,,,,,,,,,,,,,,,
12291,000103-00-0561,C10,,,,,,,,,,,,,,,
12292,000103-00-0781,C10,,,,,,,,,,,,,,,
12293,000903-00-0542,C08,,,,,,,,,,,,,,,
12294,000903-00-0827,C08,,,,,,,,,,,,,,,
12295,001103-00-0457,C08,,,,,,,,,,,,,,,
12296,001103-00-1047,C08,,,,,,,,,,,,,,,
12297,001101-00-0208,C08,,,,,,,,,,,,,,,
12298,000402-00-0332,C08,,,,,,,,,,,,,,,
12299,000102-00-0017,C08,,,,,,,,,,,,,,,
12300,000102-00-0595,C08,,,,,,,,,,,,,,,
12301,000403-00-0184,C08,,,,,,,,,,,,,,,
12302,001102-00-0300,C08,,,,,,,,,,,,,,,
12303,000301-00-0426,C08,,,,,,,,,,,,,,,
12304,001001-00-0835,C10,C08,,,,,,,,,,,,,,
12305,000503-00-0463,C04,overvote,,,,,,,,,,,,,,
12306,000502-00-0981,C04,,,,,,,,,,,,,,,
12307,000802-00-0166,C04,C01,,,,,,,,,,,,,,
12308,000802-00-0361,C04,C01,,,,,,,,,,,,,,
12309,000101-00-0541,C04,,,,,,,,,,,,,,,
12310,000101-00-0646,C04,,,,,,,,,,,,,,,
12311,000303-00-0016,C04,,,,,,,,,,,,,,,
12312,000303-00-0231,C04,,,,,,,,,,,,,,,
12313,000201-00-0451,C04,,,,,,,,,,,,,,,
12314,000601-00-0244,C04,,,,,,,,,,,,,,,
12315,000601-00-0318,C04,,,,,,,,,,,,,,,
12316,000601-00-0424,C04,C15,,,,,,,,,,,,,,
12317,000601-00-0004,C04,WI0,,,,,,,,,,,,,,
12318,000902-00-0605,C04,,,,,,,,,,,,,,,
12319,000501-00-0013,C04,,,,,,,,,,,,,,,
12320,000501-00-0016,C04,,,,,,,,,,,,,,,
12321,000501-00-0370,C04,,,,,,,,,,,,,,,
12322,001103-00-0788,C04,,,,,,,,,,,,,,,
12323,001103-00-1559,C04,,,,,,,,,,,,,,,
12324,000402-00-0070,C04,,,,,,,,,,,,,,,
12325,000402-00-0304,C04,,,,,,,,,,,,,,,
12326,000402-00-0597,C04,,,,,,,,,,,,,,,
12327,000402-00-0599,C04,,,,,,,,,,,,,,,
12328,000402-00-0607,C04,,,,,,,,,,,,,,,
12329,000102-00-0717,C04,C15,,,,,,,,,,,,,,
12330,000403-00-0052,C04,,,,,,,,,,,,,,,
12331,000403-00-0241,C04,C10,,,,,,,,,,,,,,
12332,000603-00-0478,C04,,,,,,,,,,,,,,,
12333,000603-00-0728,C04,,,,,,,,,,,,,,,
12334,001102-00-0389,C04,,,,,,,,,,,,,,,
12335,001102-00-0582,C04,,,,,,,,,,,,,,,
12336,001102-00-1172,C04,,,,,,,,,,,,,,,
12337,000202-00-0002,C04,,,,,,,,,,,,,,,
12338,000701-00-0584,C04,,,,,,,,,,,,,,,
12339,000701-00-0597,C04,,,,,,,,,,,,,,,
12340,000602-00-0058,C04,,,,,,,,,,,,,,,
12341,000901-00-1298,C04,,,,,,,,,,,,,,,
12342,000503-00-0590,C07,C04,C08,,,,,,,,,,,,,
12343,000502-00-1053,C07,C15,C01,,,,,,,,,,,,,
12344,000802-00-0263,C07,,,,,,,,,,,,,,,
12345,000802-00-0825,C07,C08,C10,,,,,,,,,,,,,
12346,000302-00-0328,C07,,,,,,,,,,,,,,,
12347,001003-00-0416,C07,,,,,,,,,,,,,,,
12348,001003-00-0627,C07,,,,,,,,,,,,,,,
12349,001003-00-0628,C07,,,,,,,,,,,,,,,
12350,001001-00-0049,C07,,,,,,,,,,,,,,,
12351,000903-00-0457,C07,C15,C01,,,,,,,,,,,,,
12352,000303-00-0239,C07,,,,,,,,,,,,,,,
12353,000201-00-0239,C07,,,,,,,,,,,,,,,
12354,000201-00-0276,C07,,,,,,,,,,,,,,,
12355,000201-00-0414,C07,,,,,,,,,,,,,,,
12356,000201-00-0441,C07,,,,,,,,,,,,,,,
12357,000902-00-0125,C07,,,,,,,,,,,,,,,
12358,000501-00-0026,C07,,,,,,,,,,,,,,,
12359,001103-00-0125,C07,,,,,,,,,,,,,,,
12360,001103-00-0774,C07,C10,,,,,,,,,,,,,,
12361,000402-00-0130,C07,,,,,,,,,,,,,,,
12362,000402-00-0136,C07,,,,,,,,,,,,,,,
12363,000401-00-0124,C07,,,,,,,,,,,,,,,
12364,000401-00-0263,C07,C01,,,,,,,,,,,,,,
12365,000401-00-0348,C07,,,,,,,,,,,,,,,
12366,000401-00-0493,C07,,,,,,,,,,,,,,,
12367,000401-00-0561,C07,,,,,,,,,,,,,,,
12368,000401-00-0761,C07,,,,,,,,,,,,,,,
12369,000401-00-0903,C07,,,,,,,,,,,,,,,
12370,000403-00-0017,C07,,,,,,,,,,,,,,,
12371,001102-00-0573,C07,C10,C06,C04,,,,,,,,,,,,
12372,000701-00-0846,C07,,,,,,,,,,,,,,,
12373,000602-00-0199,C07,C10,,,,,,,,,,,,,,
12374,000302-00-0290,C10,C07,C04,,,,,,,,,,,,,
12375,000501-00-0298,C10,C07,C08,,,,,,,,,,,,,
12376,000102-00-0011,C10,C07,C08,WI0,,,,,,,,,,,,
12377,000302-00-0239,WI0,C10,C07,C04,,,,,,,,,,,,
12378,001101-00-0265,C04,C07,,,,,,,,,,,,,,
12379,000503-00-0472,C03,C01,,,,,,,,,,,,,,
12380,000503-00-0757,C03,C04,,,,,,,,,,,,,,
12381,000503-00-0894,C03,C15,C01,,,,,,,,,,,,,
12382,000802-00-0257,overvote,C03,,,,,,,,,,,,,,
12383,000802-00-0600,C03,C15,,,,,,,,,,,,,,
12384,000101-00-0064,C03,C15,,,,,,,,,,,,,,
12385,000101-00-0210,C03,,,,,,,,,,,,,,,
12386,000101-00-0406,C03,,,,,,,,,,,,,,,
12387,000101-00-0433,C03,C15,,,,,,,,,,,,,,
12388,000101-00-0493,C03,C06,,,,,,,,,,,,,,
12389,000302-00-0172,C03,C15,C06,,,,,,,,,,,,,
12390,000302-00-0194,C03,,,,,,,,,,,,,,,
12391,000302-00-0639,C03,,,,,,,,,,,,,,,
12392,001003-00-0011,C03,C06,C08,C15,C01,,,,,,,,,,,
12393,001003-00-0098,C03,,,,,,,,,,,,,,,
12394,001003-00-0565,C03,C04,C15,,,,,,,,,,,,,
12395,001003-00-0614,C03,C06,,,,,,,,,,,,,,
12396,001003-00-0677,C03,C06,,,,,,,,,,,,,,
12397,001003-00-0691,C03,,,,,,,,,,,,,,,
12398,000903-00-0023,C03,C06,C15,,,,,,,,,,,,,
12399,000903-00-0025,C03,C06,C15,,,,,,,,,,,,,
12400,000903-00-0735,C03,C15,C06,,,,,,,,,,,,,
12401,000903-00-0913,C03,C15,C01,,,,,,,,,,,,,
12402,000903-00-0019,C03,,,,,,,,,,,,,,,
12403,000303-00-0264,C03,C07,C15,,,,,,,,,,,,,
12404,000601-00-0009,C03,,,,,,,,,,,,,,,
12405,000601-00-0552,C03,,,,,,,,,,,,,,,
12406,000601-00-0572,C03,,,,,,,,,,,,,,,
12407,000902-00-0231,C03,C06,,,,,,,,,,,,,,
12408,000902-00-1016,C03,C06,C08,,,,,,,,,,,,,
12409,000902-00-1112,C03,C06,,,,,,,,,,,,,,
12410,000902-00-1187,C03,C06,,,,,,,,,,,,,,
12411,000902-00-1268,C03,C15,,,,,,,,,,,,,,
12412,000501-00-0573,C03,,,,,,,,,,,,,,,
12413,001103-00-0058,C03,C06,C15,,,,,,,,,,,,,
12414,001103-00-0094,C03,C06,C15,,,,,,,,,,,,,
12415,001103-00-0100,C03,,,,,,,,,,,,,,,
12416,001103-00-0422,C03,,,,,,,,,,,,,,,
12417,001103-00-1067,C03,C06,C08,,,,,,,,,,,,,
12418,001103-00-1099,C03,,,,,,,,,,,,,,,
12419,001103-00-1127,C03,C06,C01,,,,,,,,,,,,,
12420,001103-00-1180,C03,C15,,,,,,,,,,,,,,
12421,001103-00-1258,C03,C06,,,,,,,,,,,,,,
12422,001103-00-1359,C03,C01,C06,,,,,,,,,,,,,
12423,001103-00-1384,C03,C06,,,,,,,,,,,,,,
12424,001103-00-1530,C03,C06,C15,,,,,,,,,,,,,
12425,001103-00-1606,C03,,,,,,,,,,,,,,,
12426,001101-00-0111,C03,,,,,,,,,,,,,,,
12427,001101-00-0299,C03,,,,,,,,,,,,,,,
12428,000402-00-0475,C03,,,,,,,,,,,,,,,
12429,000401-00-0915,C03,,,,,,,,,,,,,,,
12430,000102-00-0074,C03,C15,,,,,,,,,,,,,,
12431,000102-00-0385,C03,,,,,,,,,,,,,,,
12432,000102-00-0416,C03,,,,,,,,,,,,,,,
12433,000102-00-0524,C03,,,,,,,,,,,,,,,
12434,000102-00-0527,C03,,,,,,,,,,,,,,,
12435,000102-00-0551,C03,,,,,,,,,,,,,,,
12436,000102-00-0564,C03,,,,,,,,,,,,,,,
12437,000102-00-0658,C03,,,,,,,,,,,,,,,
12438,000403-00-0018,C03,,,,,,,,,,,,,,,
12439,000403-00-0173,C03,,,,,,,,,,,,,,,
12440,000103-00-0188,C03,C04,,,,,,,,,,,,,,
12441,000103-00-0327,C03,C06,C15,,,,,,,,,,,,,
12442,000103-00-0723,C03,,,,,,,,,,,,,,,
12443,000103-00-0008,C03,WI0,,,,,,,,,,,,,,
12444,000702-00-0003,C03,,,,,,,,,,,,,,,
12445,000603-00-0121,C03,,,,,,,,,,,,,,,
12446,000603-00-0216,C03,,,,,,,,,,,,,,,
12447,000603-00-0291,C03,C15,C11,,,,,,,,,,,,,
12448,000603-00-0340,C03,C15,C01,C06,C08,,,,,,,,,,,
12449,000603-00-0404,C03,,,,,,,,,,,,,,,
12450,000603-00-0464,C03,,,,,,,,,,,,,,,
12451,000603-00-0487,C03,C15,C07,C11,,,,,,,,,,,,
12452,000603-00-0523,C03,C06,,,,,,,,,,,,,,
12453,000603-00-0563,C03,C15,,,,,,,,,,,,,,
12454,001102-00-0137,C03,,,,,,,,,,,,,,,
12455,001102-00-0146,C03,,,,,,,,,,,,,,,
12456,001102-00-0448,C03,C15,C11,,,,,,,,,,,,,
12457,001102-00-0796,C03,C06,C15,,,,,,,,,,,,,
12458,001102-00-0881,C03,C01,C11,,,,,,,,,,,,,
12459,001102-00-0893,C03,C15,C06,,,,,,,,,,,,,
12460,000701-00-0650,C03,C11,C06,C01,,,,,,,,,,,,
12461,000701-00-0725,C03,,,,,,,,,,,,,,,
12462,001002-00-0388,C03,C06,,,,,,,,,,,,,,
12463,001002-00-1137,C03,C11,,,,,,,,,,,,,,
12464,000602-00-0366,C03,C01,C11,,,,,,,,,,,,,
12465,000301-00-0183,C03,C06,,,,,,,,,,,,,,
12466,000301-00-0690,C03,C11,C15,,,,,,,,,,,,,
12467,000901-00-0327,C03,C06,,,,,,,,,,,,,,
12468,000901-00-0411,C03,,,,,,,,,,,,,,,
12469,000901-00-0849,C03,C11,,,,,,,,,,,,,,
12470,000901-00-0896,C03,C06,,,,,,,,,,,,,,
12471,000901-00-0967,C03,,,,,,,,,,,,,,,
12472,000901-00-0969,C03,,,,,,,,,,,,,,,
12473,000901-00-0983,C03,C08,C06,,,,,,,,,,,,,
12474,000901-00-1315,C03,C07,,,,,,,,,,,,,,
12475,000901-00-1384,C03,,,,,,,,,,,,,,,
12476,000901-00-1389,C03,C15,C06,,,,,,,,,,,,,
12477,000801-00-0287,C01,C03,,,,,,,,,,,,,,
12478,000701-00-0440,C01,C03,C04,,,,,,,,,,,,,
12479,001001-00-1108,C04,C03,,,,,,,,,,,,,,
12480,000902-00-0221,C04,C03,C11,,,,,,,,,,,,,
12481,001103-00-1411,C04,C03,,,,,,,,,,,,,,
12482,001103-00-1527,C04,C15,C03,,,,,,,,,,,,,
12483,001002-00-0823,C04,C03,,,,,,,,,,,,,,
12484,000201-00-0047,C07,C03,C11,,,,,,,,,,,,,
12485,000201-00-0430,C07,C03,C15,,,,,,,,,,,,,
12486,001102-00-1444,C07,C03,C10,C01,,,,,,,,,,,,
12487,000503-00-0951,C16,C01,,,,,,,,,,,,,,
12488,000503-00-0960,C16,C01,,,,,,,,,,,,,,
12489,000502-00-0376,C16,,,,,,,,,,,,,,,
12490,000502-00-0471,C16,,,,,,,,,,,,,,,
12491,000502-00-0472,C16,,,,,,,,,,,,,,,
12492,000502-00-0574,C16,C11,C07,,,,,,,,,,,,,
12493,000502-00-0823,C16,C01,,,,,,,,,,,,,,
12494,000502-00-1097,C16,C03,C08,,,,,,,,,,,,,
12495,000802-00-0628,C16,,,,,,,,,,,,,,,
12496,000101-00-0288,C16,,,,,,,,,,,,,,,
12497,000101-00-0450,C16,C15,C04,,,,,,,,,,,,,
12498,000101-00-0603,C16,C06,,,,,,,,,,,,,,
12499,000302-00-0087,C16,,,,,,,,,,,,,,,
12500,000302-00-0309,C16,,,,,,,,,,,,,,,
12501,000302-00-0447,C16,,,,,,,,,,,,,,,
12502,000302-00-0470,C16,C08,C06,,,,,,,,,,,,,
12503,000302-00-0654,C16,C15,,,,,,,,,,,,,,
12504,001001-00-0286,C16,C01,,,,,,,,,,,,,,
12505,001001-00-0872,C16,,,,,,,,,,,,,,,
12506,001001-00-1136,C16,C01,,,,,,,,,,,,,,
12507,000903-00-0079,C16,C03,,,,,,,,,,,,,,
12508,000303-00-0063,C16,,,,,,,,,,,,,,,
12509,000303-00-0098,overvote,C16,,,,,,,,,,,,,,
12510,000303-00-0196,C16,C15,C07,,,,,,,,,,,,,
12511,000303-00-0467,C16,,,,,,,,,,,,,,,
12512,000201-00-0001,C16,C07,C11,C03,,,,,,,,,,,,
12513,000201-00-0064,C16,C11,,,,,,,,,,,,,,
12514,000201-00-0180,C16,C03,,,,,,,,,,,,,,
12515,000201-00-0206,C16,C06,,,,,,,,,,,,,,
12516,000201-00-0212,C16,C07,,,,,,,,,,,,,,
12517,000201-00-0228,C16,C06,,,,,,,,,,,,,,
12518,000201-00-0405,C16,C07,,,,,,,,,,,,,,
12519,000201-00-0579,C16,,,,,,,,,,,,,,,
12520,000201-00-0637,C16,,,,,,,,,,,,,,,
12521,000601-00-0136,C16,,,,,,,,,,,,,,,
12522,000601-00-0210,C16,,,,,,,,,,,,,,,
12523,000601-00-0515,C16,,,,,,,,,,,,,,,
12524,000601-00-0540,C16,,,,,,,,,,,,,,,
12525,000601-00-0635,C16,C15,C01,,,,,,,,,,,,,
12526,000601-00-0740,C16,C11,C03,,,,,,,,,,,,,
12527,000601-00-0823,C16,C07,C04,,,,,,,,,,,,,
12528,000902-00-0199,C16,,,,,,,,,,,,,,,
12529,000902-00-0273,C16,C03,C06,,,,,,,,,,,,,
12530,000902-00-1110,C16,C06,,,,,,,,,,,,,,
12531,000902-00-1197,C16,C03,C04,,,,,,,,,,,,,
12532,000902-00-0022,C16,C03,,,,,,,,,,,,,,
12533,000801-00-0321,C16,C04,C07,C10,,,,,,,,,,,,
12534,000501-00-0035,C16,C04,C11,,,,,,,,,,,,,
12535,000501-00-0115,C16,,,,,,,,,,,,,,,
12536,000501-00-0395,C16,C11,C03,,,,,,,,,,,,,
12537,000501-00-0461,C16,C01,,,,,,,,,,,,,,
12538,000501-00-0639,C16,,,,,,,,,,,,,,,
12539,000501-00-0757,C16,,,,,,,,,,,,,,,
12540,000501-00-0033,C16,,,,,,,,,,,,,,,
12541,001103-00-0570,C16,C07,,,,,,,,,,,,,,
12542,001103-00-0609,C16,,,,,,,,,,,,,,,
12543,001103-00-0628,C16,C15,C06,,,,,,,,,,,,,
12544,001103-00-0815,C16,C07,C11,,,,,,,,,,,,,
12545,001103-00-1131,C16,C08,,,,,,,,,,,,,,
12546,001103-00-0001,C16,WI0,WI0,WI0,WI0,WI0,WI0,WI0,WI0,,,,,,,
12547,001101-00-0212,C16,C11,C08,,,,,,,,,,,,,
12548,001101-00-0266,C16,,,,,,,,,,,,,,,
12549,001101-00-0320,C16,C15,C03,,,,,,,,,,,,,
12550,000402-00-0025,C16,C11,C01,C03,,,,,,,,,,,,
12551,000401-00-0230,C16,C11,C07,,,,,,,,,,,,,
12552,000401-00-0243,C16,,,,,,,,,,,,,,,
12553,000401-00-0302,C16,,,,,,,,,,,,,,,
12554,000401-00-0794,C16,C07,C04,C01,C11,,,,,,,,,,,
12555,000401-00-0902,C16,C11,C07,,,,,,,,,,,,,
12556,000401-00-0986,C16,C03,,,,,,,,,,,,,,
12557,000403-00-0069,C16,,,,,,,,,,,,,,,
12558,000403-00-0207,C16,,,,,,,,,,,,,,,
12559,000103-00-0725,C16,C08,,,,,,,,,,,,,,
12560,000103-00-0931,C16,,,,,,,,,,,,,,,
12561,000702-00-0275,C16,,,,,,,,,,,,,,,
12562,000603-00-0461,C16,C11,,,,,,,,,,,,,,
12563,000603-00-0528,C16,,,,,,,,,,,,,,,
12564,001102-00-0063,C16,,,,,,,,,,,,,,,
12565,001102-00-0088,C16,C07,,,,,,,,,,,,,,
12566,001102-00-0401,C16,,,,,,,,,,,,,,,
12567,001102-00-1075,C16,,,,,,,,,,,,,,,
12568,001102-00-1300,C16,C06,,,,,,,,,,,,,,
12569,001102-00-1467,C16,C01,C11,,,,,,,,,,,,,
12570,001102-00-1516,C16,C01,C11,,,,,,,,,,,,,
12571,000701-00-0265,C16,C01,C03,C02,,,,,,,,,,,,
12572,000701-00-0422,C16,C09,C02,C01,,,,,,,,,,,,
12573,000701-00-0616,C16,C01,C03,C02,C11,,,,,,,,,,,
12574,000701-00-0651,C16,C01,C03,C11,C09,C06,,,,,,,,,,
12575,000701-00-0658,C16,C04,C15,C10,,,,,,,,,,,,
12576,000701-00-0829,C16,C02,C03,,,,,,,,,,,,,
12577,000701-00-0868,C16,C03,C11,C01,C04,C15,,,,,,,,,,
12578,001002-00-0688,C16,C04,C07,,,,,,,,,,,,,
12579,001002-00-1142,C16,,,,,,,,,,,,,,,
12580,001002-00-1186,C16,C09,,,,,,,,,,,,,,
12581,000301-00-0110,C16,C03,C15,,,,,,,,,,,,,
12582,000301-00-0238,C16,,,,,,,,,,,,,,,
12583,000301-00-0289,C16,C07,C03,,,,,,,,,,,,,
12584,000301-00-0291,C16,C03,C07,C11,,,,,,,,,,,,
12585,000301-00-0393,C16,,,,,,,,,,,,,,,
12586,000301-00-0396,C16,,,,,,,,,,,,,,,
12587,000301-00-0444,C16,,,,,,,,,,,,,,,
12588,000301-00-0585,C16,C15,C06,C11,,,,,,,,,,,,
12589,000301-00-0621,C16,,,,,,,,,,,,,,,
12590,000901-00-0073,C16,C06,C03,,,,,,,,,,,,,
12591,000901-00-0460,C16,C09,,,,,,,,,,,,,,
12592,000901-00-0462,C16,C09,C01,,,,,,,,,,,,,
12593,000901-00-0512,C16,C01,C03,,,,,,,,,,,,,
12594,000901-00-0660,C16,C01,C02,C09,,,,,,,,,,,,
12595,000901-00-0818,C16,C01,C03,C11,C02,,,,,,,,,,,
12596,000901-00-0880,C16,C09,,,,,,,,,,,,,,
12597,000901-00-0934,C16,C01,,,,,,,,,,,,,,
12598,000901-00-1220,C16,C10,,,,,,,,,,,,,,
12599,000901-00-1378,C16,C01,C06,,,,,,,,,,,,,
12600,000901-00-1393,C16,C02,C06,C01,C03,,,,,,,,,,,
12601,000901-00-0019,C16,C01,C02,C09,,,,,,,,,,,,
12602,000502-00-0619,C01,C16,,,,,,,,,,,,,,
12603,000902-00-1263,C01,C16,C06,,,,,,,,,,,,,
12604,000603-00-0367,C01,C16,,,,,,,,,,,,,,
12605,001102-00-0996,C08,C16,,,,,,,,,,,,,,
12606,001003-00-0267,C04,C16,C10,C07,C08,,,,,,,,,,,
12607,000303-00-0438,C04,C16,C01,,,,,,,,,,,,,
12608,000601-00-0329,C04,C16,C02,C01,,,,,,,,,,,,
12609,000501-00-0435,C04,C16,C15,,,,,,,,,,,,,
12610,000403-00-0064,C04,C16,C07,C08,,,,,,,,,,,,
12611,000601-00-0166,C08,C04,C16,C01,C09,C15,,,,,,,,,,
12612,000503-00-0546,C07,C16,C15,,,,,,,,,,,,,
12613,000502-00-0525,C07,C01,C16,,,,,,,,,,,,,
12614,000902-00-0672,C07,C16,,,,,,,,,,,,,,
12615,000902-00-0920,C07,C16,C11,,,,,,,,,,,,,
12616,000501-00-0060,C07,C16,C11,C02,C10,C09,C03,,,,,,,,,
12617,000501-00-0443,C07,C16,C03,,,,,,,,,,,,,
12618,000402-00-0727,C07,C16,C11,,,,,,,,,,,,,
12619,000401-00-0142,C07,C16,C04,C08,C10,C11,,,,,,,,,,
12620,000403-00-0185,C07,C16,C11,,,,,,,,,,,,,
12621,000602-00-0653,C04,C01,C10,C07,C16,C08,,,,,,,,,,
12622,000101-00-0565,C03,C15,C16,,,,,,,,,,,,,
12623,000303-00-0498,C03,C16,C11,,,,,,,,,,,,,
12624,000601-00-0833,C03,C16,C06,C15,,,,,,,,,,,,
12625,000401-00-0844,C03,C07,C16,,,,,,,,,,,,,
12626,000202-00-0007,C03,C16,C13,C11,,,,,,,,,,,,
12627,000701-00-0758,C03,C01,C16,C11,C02,C06,C09,C15,C13,,,,,,,
12628,000901-00-0607,C03,C16,C11,C01,C02,C09,C06,,,,,,,,,
12629,000903-00-1172,C04,C03,C16,C06,,,,,,,,,,,,
12630,001101-00-0057,C07,C03,C16,C13,C11,,,,,,,,,,,
12631,001101-00-0064,C07,C03,C16,C13,C02,,,,,,,,,,,
12632,001102-00-0772,C08,C07,C03,C16,,,,,,,,,,,,
12633,000503-00-0009,C14,C06,,,,,,,,,,,,,,
12634,000503-00-0017,C14,C01,C10,,,,,,,,,,,,,
12635,000503-00-0081,C14,C01,C15,C06,C02,C16,,,,,,,,,,
12636,000503-00-0241,C14,C13,C15,,,,,,,,,,,,,
12637,000503-00-0278,C14,C15,,,,,,,,,,,,,,
12638,000503-00-0306,C14,C06,C15,,,,,,,,,,,,,
12639,000503-00-0336,C14,C02,C06,C10,C01,C03,,,,,,,,,,
12640,000503-00-0342,C14,C03,C06,,,,,,,,,,,,,
12641,000503-00-0359,C14,C15,C03,C09,C13,,,,,,,,,,,
12642,000503-00-0367,C14,C15,C01,C02,C16,C06,C09,,,,,,,,,
12643,000503-00-0369,C14,C01,C02,C03,C15,,,,,,,,,,,
12644,000503-00-0421,C14,C15,C06,C02,C01,C09,,,,,,,,,,
12645,000503-00-0426,C14,C15,C06,,,,,,,,,,,,,
12646,000503-00-0436,C14,,,,,,,,,,,,,,,
12647,000503-00-0440,C14,C15,,,,,,,,,,,,,,
12648,000503-00-0453,C14,C15,C06,C03,,,,,,,,,,,,
12649,000503-00-0492,C14,C06,C15,C03,,,,,,,,,,,,
12650,000503-00-0504,C14,C03,C15,,,,,,,,,,,,,
12651,000503-00-0528,C14,C10,,,,,,,,,,,,,,
12652,000503-00-0537,C14,,,,,,,,,,,,,,,
12653,000503-00-0539,overvote,C14,C01,C02,C07,C16,,,,,,,,,,
12654,000503-00-0555,C14,C01,C02,,,,,,,,,,,,,
12655,000503-00-0559,C14,C06,C01,C09,,,,,,,,,,,,
12656,000503-00-0668,C14,C15,C13,,,,,,,,,,,,,
12657,000503-00-0848,C14,C11,,,,,,,,,,,,,,
12658,000503-00-1060,C14,C02,C11,C03,,,,,,,,,,,,
12659,000503-00-1085,C14,C03,C02,C01,,,,,,,,,,,,
12660,000203-00-0010,C14,,,,,,,,,,,,,,,
12661,000502-00-0240,C14,C15,,,,,,,,,,,,,,
12662,000502-00-0263,C14,C15,C03,C11,C06,,,,,,,,,,,
12663,000502-00-0285,C14,C02,C07,C15,C11,,,,,,,,,,,
12664,000502-00-0324,C14,,,,,,,,,,,,,,,
12665,000502-00-0335,C14,C03,C11,C13,C07,,,,,,,,,,,
12666,000502-00-0371,C14,C03,C07,,,,,,,,,,,,,
12667,000502-00-0415,C14,C01,C06,,,,,,,,,,,,,
12668,000502-00-0430,C14,C01,C06,,,,,,,,,,,,,
12669,000502-00-0463,C14,C07,C03,C06,,,,,,,,,,,,
12670,000502-00-0508,C14,C11,C02,C13,C01,C15,,,,,,,,,,
12671,000502-00-0613,C14,,,,,,,,,,,,,,,
12672,000502-00-0692,C14,C07,,,,,,,,,,,,,,
12673,000502-00-0958,C14,C07,C03,C06,C15,C16,C02,,,,,,,,,
12674,000502-00-1075,C14,C06,C02,C15,,,,,,,,,,,,
12675,000802-00-0161,C14,C06,C15,C03,,,,,,,,,,,,
12676,000802-00-0371,C14,C06,C07,,,,,,,,,,,,,
12677,000802-00-0379,C14,C15,C06,C07,,,,,,,,,,,,
12678,000802-00-0433,C14,C03,C11,,,,,,,,,,,,,
12679,000802-00-0525,C14,C03,C15,,,,,,,,,,,,,
12680,000802-00-0580,C14,C15,C03,C06,C11,,,,,,,,,,,
12681,000802-00-0582,C14,C15,C03,C06,,,,,,,,,,,,
12682,000802-00-0737,C14,C06,C02,C01,C13,C15,,,,,,,,,,
12683,000101-00-0011,C14,C15,C07,,,,,,,,,,,,,
12684,000101-00-0018,C14,C02,C15,C11,C03,C07,C09,C10,,,,,,,,
12685,000101-00-0020,C14,,,,,,,,,,,,,,,
12686,000101-00-0122,C14,C15,C03,C06,C13,,,,,,,,,,,
12687,000101-00-0139,C14,C15,C06,C07,C11,,,,,,,,,,,
12688,000101-00-0154,C14,C15,,,,,,,,,,,,,,
12689,000101-00-0156,C14,C15,C06,,,,,,,,,,,,,
12690,000101-00-0196,C14,C15,C06,C09,,,,,,,,,,,,
12691,000101-00-0214,C14,C15,C06,C02,,,,,,,,,,,,
12692,000101-00-0222,C14,,,,,,,,,,,,,,,
12693,000101-00-0228,C14,C15,C02,C06,C03,,,,,,,,,,,
12694,000101-00-0239,C14,C15,C11,C01,,,,,,,,,,,,
12695,000101-00-0269,C14,C15,C06,C03,C13,,,,,,,,,,,
12696,000101-00-0317,C14,C06,C15,C02,,,,,,,,,,,,
12697,000101-00-0320,C14,,,,,,,,,,,,,,,
12698,000101-00-0344,C14,C15,C11,C02,,,,,,,,,,,,
12699,000101-00-0394,C14,C15,,,,,,,,,,,,,,
12700,000101-00-0432,C14,C15,C06,C07,,,,,,,,,,,,
12701,000101-00-0477,C14,C15,C16,,,,,,,,,,,,,
12702,000101-00-0514,C14,C06,C02,C09,,,,,,,,,,,,
12703,000101-00-0552,C14,C03,C15,,,,,,,,,,,,,
12704,000101-00-0598,C14,C11,C15,C01,C13,C02,,,,,,,,,,
