,Unnamed: 0,Unnamed: 1,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
14283,000102-00-0044,10000,C10,C14,C12,C20,C03,C19,C01,C02,C06,C21,C15,C11,C04,C09,C13,C16,C17,C18,C22,C23,C05,C07,C08,,,,
14284,000102-00-0045,10006,C20,C16,C21,C04,C05,C22,C13,,,,,,,,,,,,,,,,,,,,
14285,000102-00-0046,10007,C04,C03,C01,C20,C19,C15,C14,C13,C12,C10,C08,C09,C11,C16,C17,C18,C21,C22,C23,C05,C06,C07,,,,,
14286,000102-00-0047,10000,C20,C11,C03,C04,C06,C19,C10,,,,,,,,,,,,,,,,,,,,
14287,000102-00-0048,10012,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
14288,000102-00-0049,10011,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,,
14289,000102-00-0050,10022,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
14290,000102-00-0051,10000,C20,C12,C04,,,,,,,,,,,,,,,,,,,,,,,,
14291,000102-00-0052,10019,C14,C04,C06,C02,C08,C19,WI0,C21,,,,,,,,,,,,,,,,,,,
14292,000102-00-0053,10014,C02,C03,C08,C10,C12,C14,C22,,,,,,,,,,,,,,,,,,,,
14293,000102-00-0054,10000,C18,C20,C04,C05,C06,C07,C08,C09,C11,C13,C16,C17,C21,C22,C23,C01,C02,C03,,,,,,,,,
14294,000102-00-0055,10000,C20,WI0,,,,,,,,,,,,,,,,,,,,,,,,,
14295,000102-00-0056,10000,C19,C02,C01,,,,,,,,,,,,,,,,,,,,,,,,
14296,000102-00-0057,10009,C11,C13,C04,C05,C06,C09,WI0,WI0,,,,,,,,,,,,,,,,,,,
14297,000102-00-0074,10003,,,,,,,,,,,,,,,,,,,,,,,,,,,
14298,000101-00-0003,10001,C01,C19,C12,C03,C20,C15,C10,,,,,,,,,,,,,,,,,,,,
14299,000101-00-0004,10004,C11,,,,,,,,,,,,,,,,,,,,,,,,,,
14300,000101-00-0006,10005,C20,C14,C12,C10,C02,C11,,,,,,,,,,,,,,,,,,,,,
14301,000101-00-0008,10008,C02,C21,C14,,,,,,,,,,,,,,,,,,,,,,,,
14302,000101-00-0011,10007,C02,C21,C08,C14,C11,,,,,,,,,,,,,,,,,,,,,,
14303,000101-00-0012,10006,C19,C01,C20,,,,,,,,,,,,,,,,,,,,,,,,
14304,000101-00-0015,10009,C20,C01,C02,C03,C15,C14,C12,C10,,,,,,,,,,,,,,,,,,,
14305,000101-00-0016,10003,C14,C02,C04,,,,,,,,,,,,,,,,,,,,,,,,
14306,000101-00-0018,10011,C03,C20,,,,,,,,,,,,,,,,,,,,,,,,,
14307,000101-00-0020,10012,C20,C19,,,,,,,,,,,,,,,,,,,,,,,,,
14308,000101-00-0023,10010,C04,C03,C16,C21,C12,C23,,,,,,,,,,,,,,,,,,,,,
14309,000101-00-0025,10013,C20,C16,C19,C01,C04,C08,C10,C12,C13,,,,,,,,,,,,,,,,,,
14310,000101-00-0026,10015,C06,C11,,,,,,,,,,,,,,,,,,,,,,,,,
14311,000101-00-0028,10014,C03,C20,C11,C16,C19,C14,C15,C02,C12,,,,,,,,,,,,,,,,,,
14312,000101-00-0031,10019,C06,C14,C03,,,,,,,,,,,,,,,,,,,,,,,,
14313,000101-00-0032,10018,C20,C12,C19,C03,C02,C13,C04,,,,,,,,,,,,,,,,,,,,
14314,000101-00-0034,10016,C20,C04,C19,C14,C12,C08,C05,C11,C15,C16,,,,,,,,,,,,,,,,,
14315,000101-00-0036,10017,C04,C08,C19,,,,,,,,,,,,,,,,,,,,,,,,
14316,000101-00-0038,10020,C20,C12,C01,C19,C10,C03,C15,C02,,,,,,,,,,,,,,,,,,,
14317,000101-00-0042,10015,C20,C23,C15,C12,,,,,,,,,,,,,,,,,,,,,,,
14318,000101-00-0044,10021,C08,C04,C02,C14,C06,C22,C11,C13,C21,C07,,,,,,,,,,,,,,,,,
14319,000101-00-0046,10014,C03,C21,C06,C20,C04,C05,,,,,,,,,,,,,,,,,,,,,
14320,000101-00-0047,10018,C02,C04,C08,C14,C06,C22,C11,C13,,,,,,,,,,,,,,,,,,,
14321,000101-00-0049,10017,C14,C06,C22,,,,,,,,,,,,,,,,,,,,,,,,
14322,000101-00-0051,10016,C14,C06,C02,C08,C04,C03,C19,C15,C21,,,,,,,,,,,,,,,,,,
14323,000101-00-0053,10021,C02,C08,C11,,,,,,,,,,,,,,,,,,,,,,,,
14324,000101-00-0054,10019,C04,C08,C02,C21,C14,C05,C06,C22,C09,C11,,,,,,,,,,,,,,,,,
14325,000101-00-0057,10022,C04,C14,C06,C11,C15,C03,C22,C21,,,,,,,,,,,,,,,,,,,
14326,000101-00-0058,10004,C20,C12,C01,C15,C19,C10,C02,C22,C14,,,,,,,,,,,,,,,,,,
14327,000101-00-0060,10006,C10,C20,,,,,,,,,,,,,,,,,,,,,,,,,
14328,000101-00-0062,10000,C20,C03,C10,C12,C06,C15,C19,C22,C01,,,,,,,,,,,,,,,,,,
14329,000101-00-0064,10020,C08,C04,C02,C14,C21,C06,C22,C05,C09,C11,,,,,,,,,,,,,,,,,
14330,000101-00-0066,10005,C06,C14,C22,,,,,,,,,,,,,,,,,,,,,,,,
14331,000101-00-0068,10007,C20,C13,C12,,,,,,,,,,,,,,,,,,,,,,,,
14332,000101-00-0070,10009,C20,C04,,,,,,,,,,,,,,,,,,,,,,,,,
14333,000101-00-0072,10008,C03,C15,C10,C19,C21,C01,C02,C04,C12,,,,,,,,,,,,,,,,,,
14334,000101-00-0074,10011,C04,C02,C08,C14,C21,,,,,,,,,,,,,,,,,,,,,,
14335,000101-00-0076,10017,C01,C20,C19,C14,,,,,,,,,,,,,,,,,,,,,,,
14336,000101-00-0079,10012,C10,C20,C12,C03,C14,C15,C01,C02,C19,,,,,,,,,,,,,,,,,,
14337,000101-00-0080,10013,C20,C10,C12,C03,C01,C19,C15,,,,,,,,,,,,,,,,,,,,
14338,000101-00-0082,10019,C19,C20,C15,C03,C12,C01,,,,,,,,,,,,,,,,,,,,,
14339,000101-00-0084,10020,C14,C03,C06,C10,C20,C21,,,,,,,,,,,,,,,,,,,,,
14340,000101-00-0087,10018,C04,C12,C11,C01,C19,C10,C15,C03,C13,,,,,,,,,,,,,,,,,,
14341,000101-00-0089,10021,C12,C15,C20,C19,C01,C11,C17,C14,C10,,,,,,,,,,,,,,,,,,
14342,000101-00-0091,10000,C14,C02,C04,C08,C22,,,,,,,,,,,,,,,,,,,,,,
14343,000101-00-0094,10001,C20,C19,,,,,,,,,,,,,,,,,,,,,,,,,
14344,000101-00-0095,10008,C21,C12,C20,C01,C19,C03,C10,C15,C14,,,,,,,,,,,,,,,,,,
14345,000101-00-0098,10009,C03,C20,C15,C10,C09,C01,C14,C12,C19,,,,,,,,,,,,,,,,,,
14346,000101-00-0100,10014,C04,C20,C14,,,,,,,,,,,,,,,,,,,,,,,,
14347,000101-00-0101,10012,C03,C20,C21,C19,C12,C18,C10,C02,C01,,,,,,,,,,,,,,,,,,
14348,000101-00-0103,10011,C20,C12,C03,C21,C14,C01,C15,C10,C19,,,,,,,,,,,,,,,,,,
14349,000101-00-0106,10016,C15,C10,C03,C19,C12,C06,,,,,,,,,,,,,,,,,,,,,
14350,000101-00-0108,10010,C03,C10,C15,C11,C12,C19,C01,,,,,,,,,,,,,,,,,,,,
14351,000101-00-0110,10013,C06,C14,C21,C03,C15,C19,C20,C05,C08,C09,C10,C16,C17,C18,C22,C23,C01,C04,C07,C02,C12,C11,C13,,,,
14352,000101-00-0112,10015,C03,C14,C04,C10,C21,C15,C06,C12,C20,,,,,,,,,,,,,,,,,,
14353,000101-00-0114,10022,C02,C04,C08,C14,C17,,,,,,,,,,,,,,,,,,,,,,
14354,000101-00-0116,10001,C12,C04,C13,C20,,,,,,,,,,,,,,,,,,,,,,,
14355,000101-00-0118,10002,C04,C02,C10,C08,,,,,,,,,,,,,,,,,,,,,,,
14356,000101-00-0119,10021,C06,C04,C22,C03,C19,C08,C21,C14,C05,C20,C09,C23,,,,,,,,,,,,,,,
14357,000101-00-0121,10003,C04,C11,C14,C02,C08,C06,C22,C05,C23,,,,,,,,,,,,,,,,,,
14358,000101-00-0123,10004,C15,C03,C20,C19,C12,C01,C10,,,,,,,,,,,,,,,,,,,,
14359,000101-00-0126,10006,C21,,,,,,,,,,,,,,,,,,,,,,,,,,
14360,000101-00-0128,10013,C20,C10,C19,C12,C03,C01,C21,C15,,,,,,,,,,,,,,,,,,,
14361,000101-00-0131,10011,C02,C08,C14,C16,C04,C22,C11,C06,C21,C23,,,,,,,,,,,,,,,,,
14362,000101-00-0133,10012,C04,C14,,,,,,,,,,,,,,,,,,,,,,,,,
14363,000101-00-0134,10014,C17,C19,C03,C01,,,,,,,,,,,,,,,,,,,,,,,
14364,000101-00-0137,10015,C06,C21,C10,C14,C20,C18,C04,C13,C03,,,,,,,,,,,,,,,,,,
14365,000101-00-0138,10016,C20,C10,C19,,,,,,,,,,,,,,,,,,,,,,,,
14366,000101-00-0140,10017,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14367,000101-00-0141,10018,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14368,000101-00-0143,10000,C01,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,
14369,000101-00-0145,10003,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14370,000101-00-0147,10019,C14,C08,C22,C21,C04,C23,C11,C02,,,,,,,,,,,,,,,,,,,
14371,000101-00-0149,10001,C15,C03,C21,C19,C10,C20,C06,,,,,,,,,,,,,,,,,,,,
14372,000101-00-0152,10002,C20,C12,C19,C02,,,,,,,,,,,,,,,,,,,,,,,
14373,000101-00-0154,10005,C20,C12,C03,,,,,,,,,,,,,,,,,,,,,,,,
14374,000101-00-0155,10004,C14,,,,,,,,,,,,,,,,,,,,,,,,,,
14375,000101-00-0156,10006,C19,C20,C12,C03,C10,C14,C01,C02,C15,,,,,,,,,,,,,,,,,,
14376,000101-00-0158,10007,C20,C19,C03,C10,C14,C01,C02,C12,C15,,,,,,,,,,,,,,,,,,
14377,000101-00-0160,10013,C14,C22,C06,,,,,,,,,,,,,,,,,,,,,,,,
14378,000101-00-0163,10011,C12,C19,C20,C03,,,,,,,,,,,,,,,,,,,,,,,
14379,000101-00-0164,10009,C10,C14,C21,C11,C20,C02,,,,,,,,,,,,,,,,,,,,,
14380,000101-00-0167,10014,C21,C02,C10,C19,C20,,,,,,,,,,,,,,,,,,,,,,
14381,000101-00-0170,10012,C03,C10,C06,C15,C21,C19,C04,C08,C02,C20,,,,,,,,,,,,,,,,,
14382,000101-00-0172,10015,C11,C04,C02,C21,C18,C06,C10,C20,C01,C14,C09,C22,,,,,,,,,,,,,,,
14383,000101-00-0173,10020,C20,C04,C03,,,,,,,,,,,,,,,,,,,,,,,,
14384,000101-00-0176,10019,C04,C08,C02,C14,C06,C22,C21,C11,,,,,,,,,,,,,,,,,,,
14385,000101-00-0178,10016,C14,C06,C22,C12,C15,,,,,,,,,,,,,,,,,,,,,,
14386,000101-00-0180,10017,C08,C23,C14,C06,C02,C21,C22,C04,C13,C05,C07,C11,C16,,,,,,,,,,,,,,
14387,000101-00-0182,10005,C02,C01,C03,C20,C19,C15,C12,C10,,,,,,,,,,,,,,,,,,,
14388,000101-00-0184,10022,C20,C01,C12,C15,C14,,,,,,,,,,,,,,,,,,,,,,
14389,000101-00-0185,10000,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14390,000101-00-0187,10000,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14391,000101-00-0190,10000,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14392,000101-00-0192,10000,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14393,000101-00-0194,10006,C01,C14,C03,C11,C20,,,,,,,,,,,,,,,,,,,,,,
14394,000101-00-0195,10000,C20,C15,C12,C01,,,,,,,,,,,,,,,,,,,,,,,
14395,000101-00-0196,10000,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14396,000101-00-0198,10000,C15,C01,C14,,,,,,,,,,,,,,,,,,,,,,,,
14397,000101-00-0201,10000,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
14398,000101-00-0203,10000,C19,C10,,,,,,,,,,,,,,,,,,,,,,,,,
14399,000101-00-0205,10000,C21,C03,C12,C01,C19,C20,C05,C06,C11,C10,C09,,,,,,,,,,,,,,,,
14400,000101-00-0207,10000,C11,C08,C01,C02,C13,C14,C15,C19,C04,C05,C06,C07,,,,,,,,,,,,,,,
14401,000101-00-0208,10000,C20,C19,C21,C12,,,,,,,,,,,,,,,,,,,,,,,
14402,000101-00-0210,10007,C06,C21,C08,C14,C04,C22,C11,,,,,,,,,,,,,,,,,,,,
14403,000101-00-0212,10000,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14404,000101-00-0213,10008,C06,C08,C21,C14,C04,,,,,,,,,,,,,,,,,,,,,,
14405,000101-00-0216,10000,C20,C13,C12,C15,,,,,,,,,,,,,,,,,,,,,,,
14406,000101-00-0219,10004,C15,C20,C03,C10,C05,C21,C22,C04,C06,,,,,,,,,,,,,,,,,,
14407,000101-00-0221,10000,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14408,000101-00-0223,10000,C03,C19,C14,C12,C21,C06,,,,,,,,,,,,,,,,,,,,,
14409,000101-00-0226,10000,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14410,000101-00-0227,10000,C03,C20,C19,,,,,,,,,,,,,,,,,,,,,,,,
14411,000101-00-0229,10000,C03,C05,C20,,,,,,,,,,,,,,,,,,,,,,,,
14412,000101-00-0231,10000,C20,C15,C22,C08,C03,C12,C19,C16,C11,C05,C01,,,,,,,,,,,,,,,,
14413,000101-00-0233,10000,C20,C16,C11,C22,C02,C12,C18,,,,,,,,,,,,,,,,,,,,
14414,000101-00-0235,10000,C02,C04,C08,C14,C22,C11,C21,C18,C06,,,,,,,,,,,,,,,,,,
14415,000101-00-0237,10000,C20,C15,C12,,,,,,,,,,,,,,,,,,,,,,,,
14416,000101-00-0239,10000,C20,C12,C01,C15,,,,,,,,,,,,,,,,,,,,,,,
14417,000101-00-0241,10000,C14,C06,C18,C22,,,,,,,,,,,,,,,,,,,,,,,
14418,000101-00-0243,10000,C20,C04,C18,,,,,,,,,,,,,,,,,,,,,,,,
14419,000101-00-0244,10000,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14420,000101-00-0247,10000,C20,C11,C10,,,,,,,,,,,,,,,,,,,,,,,,
14421,000101-00-0248,10000,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14422,000101-00-0251,10000,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14423,000101-00-0252,10000,C20,C12,C02,C01,C04,C09,C10,C15,C19,C05,C07,C08,C03,C17,C18,C23,,,,,,,,,,,
14424,000101-00-0255,10014,C20,C15,C12,C10,C01,C19,,,,,,,,,,,,,,,,,,,,,
14425,000101-00-0256,10009,C14,C04,,,,,,,,,,,,,,,,,,,,,,,,,
14426,000101-00-0258,10010,C03,C20,C15,C12,C19,C01,C10,,,,,,,,,,,,,,,,,,,,
14427,000101-00-0260,10013,C03,C20,C15,C19,C10,C12,C01,,,,,,,,,,,,,,,,,,,,
14428,000101-00-0262,10015,C12,,,,,,,,,,,,,,,,,,,,,,,,,,
14429,000101-00-0265,10017,C20,C15,C19,,,,,,,,,,,,,,,,,,,,,,,,
14430,000101-00-0267,10019,C20,C12,C04,,,,,,,,,,,,,,,,,,,,,,,,
14431,000101-00-0269,10018,C20,C12,C15,C01,C10,C04,C19,C14,,,,,,,,,,,,,,,,,,,
14432,000101-00-0270,10020,C06,C11,C01,C02,C03,C10,C12,C14,C15,C19,C20,,,,,,,,,,,,,,,,
14433,000101-00-0273,10021,C20,C12,C15,,,,,,,,,,,,,,,,,,,,,,,,
14434,000101-00-0275,10000,C20,C12,C04,,,,,,,,,,,,,,,,,,,,,,,,
14435,000101-00-0278,10001,C12,C20,C10,C19,,,,,,,,,,,,,,,,,,,,,,,
14436,000101-00-0279,10007,C03,C14,C08,,,,,,,,,,,,,,,,,,,,,,,,
14437,000101-00-0282,10006,C20,C12,C04,C15,,,,,,,,,,,,,,,,,,,,,,,
14438,000101-00-0284,10008,C20,C12,C13,C15,C01,,,,,,,,,,,,,,,,,,,,,,
14439,000101-00-0286,10005,C20,C12,C01,C05,C09,C10,C11,C19,C03,C13,C15,C16,C17,C18,C06,C07,C23,C21,C22,C08,C04,C14,C02,,,,
14440,000101-00-0288,10009,C20,C12,C13,C15,C01,,,,,,,,,,,,,,,,,,,,,,
14441,000101-00-0289,10010,C03,C14,C06,,,,,,,,,,,,,,,,,,,,,,,,
14442,000101-00-0292,10011,C20,C04,C11,C14,,,,,,,,,,,,,,,,,,,,,,,
14443,000101-00-0293,10012,C20,C19,C08,C03,C15,C12,C01,C10,C06,,,,,,,,,,,,,,,,,,
14444,000101-00-0295,10003,C10,C02,C03,C15,C20,C12,C08,,,,,,,,,,,,,,,,,,,,
14445,000101-00-0296,10002,C10,C02,C03,C15,C20,C12,C08,,,,,,,,,,,,,,,,,,,,
14446,000101-00-0299,10000,C20,C10,C03,,,,,,,,,,,,,,,,,,,,,,,,
14447,000101-00-0300,10007,C21,C19,,,,,,,,,,,,,,,,,,,,,,,,,
14448,000101-00-0303,10008,C20,C01,C13,,,,,,,,,,,,,,,,,,,,,,,,
14449,000101-00-0304,10009,C19,C03,C20,,,,,,,,,,,,,,,,,,,,,,,,
14450,000101-00-0307,10001,C19,C01,C10,C12,C03,C15,C20,C04,,,,,,,,,,,,,,,,,,,
14451,000101-00-0308,10012,C13,C11,C04,,,,,,,,,,,,,,,,,,,,,,,,
14452,000101-00-0311,10010,C14,C19,C21,,,,,,,,,,,,,,,,,,,,,,,,
14453,000101-00-0312,10011,C13,C11,,,,,,,,,,,,,,,,,,,,,,,,,
14454,000101-00-0314,10013,C01,C15,C12,C20,C19,C02,C03,C13,,,,,,,,,,,,,,,,,,,
14455,000101-00-0317,10014,C12,C15,C20,C01,C19,C02,,,,,,,,,,,,,,,,,,,,,
14456,000101-00-0318,10015,C20,C12,C04,,,,,,,,,,,,,,,,,,,,,,,,
14457,000101-00-0321,10016,C01,C19,C20,C14,C15,,,,,,,,,,,,,,,,,,,,,,
14458,000101-00-0322,10017,C06,C14,C08,C21,C04,C23,C20,,,,,,,,,,,,,,,,,,,,
14459,000101-00-0324,10018,C04,C02,C14,C10,C08,C06,C22,C18,C21,,,,,,,,,,,,,,,,,,
14460,000101-00-0327,10004,C12,C20,C15,C19,C03,,,,,,,,,,,,,,,,,,,,,,
14461,000101-00-0328,10003,C06,C14,C04,C20,C03,C02,,,,,,,,,,,,,,,,,,,,,
14462,000101-00-0330,10002,C20,C10,C13,C03,C12,C17,,,,,,,,,,,,,,,,,,,,,
14463,000101-00-0332,10005,C10,C14,C19,C11,C04,,,,,,,,,,,,,,,,,,,,,,
14464,000101-00-0334,10022,C20,C11,C04,C15,C10,C03,C02,C01,,,,,,,,,,,,,,,,,,,
14465,000101-00-0337,10003,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14466,000101-00-0339,10019,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14467,000101-00-0341,10020,C20,C12,C11,,,,,,,,,,,,,,,,,,,,,,,,
14468,000101-00-0342,10000,C08,C04,C14,C02,C22,,,,,,,,,,,,,,,,,,,,,,
14469,000101-00-0344,10021,C04,C08,C02,C14,C18,C22,,,,,,,,,,,,,,,,,,,,,
14470,000101-00-0347,10001,C20,C12,C13,C19,,,,,,,,,,,,,,,,,,,,,,,
14471,000101-00-0348,10002,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14472,000101-00-0350,10020,C20,C12,C02,,,,,,,,,,,,,,,,,,,,,,,,
14473,000101-00-0353,10022,C21,C02,C04,C01,C20,,,,,,,,,,,,,,,,,,,,,,
14474,000101-00-0355,10018,C10,,,,,,,,,,,,,,,,,,,,,,,,,,
14475,000101-00-0357,10019,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14476,000101-00-0358,10016,C20,C19,C01,C12,C14,C15,C10,C02,C03,,,,,,,,,,,,,,,,,,
14477,000101-00-0361,10014,C14,C22,C06,,,,,,,,,,,,,,,,,,,,,,,,
14478,000101-00-0362,10015,C20,C19,,,,,,,,,,,,,,,,,,,,,,,,,
14479,000101-00-0365,10017,C11,C05,C04,C02,C14,C07,C22,C06,C08,,,,,,,,,,,,,,,,,,
14480,000101-00-0366,10011,C04,C12,C14,C19,C03,,,,,,,,,,,,,,,,,,,,,,
14481,000101-00-0368,10004,C20,C12,C10,,,,,,,,,,,,,,,,,,,,,,,,
14482,000101-00-0370,10021,C20,C10,C12,C22,C23,C04,C05,C06,C08,C09,C07,C13,C16,C17,C19,C01,C03,C11,C14,C21,C18,C15,C02,,,,
14483,000101-00-0372,10005,C20,C14,C03,C12,,,,,,,,,,,,,,,,,,,,,,,
14484,000101-00-0374,10008,C20,C13,,,,,,,,,,,,,,,,,,,,,,,,,
14485,000101-00-0376,10007,C12,C19,C20,C03,C11,C15,C14,C01,C23,C02,,,,,,,,,,,,,,,,,
14486,000101-00-0378,10009,C20,C12,C15,,,,,,,,,,,,,,,,,,,,,,,,
14487,000101-00-0381,10000,C15,C02,C14,C08,C04,C06,C22,C23,,,,,,,,,,,,,,,,,,,
14488,000101-00-0382,10001,C12,C20,C15,C19,,,,,,,,,,,,,,,,,,,,,,,
14489,000101-00-0385,10000,C20,C03,C04,,,,,,,,,,,,,,,,,,,,,,,,
14490,000101-00-0387,10002,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14491,000101-00-0389,10006,C13,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,
14492,000101-00-0391,10006,C13,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,
14493,000101-00-0392,10007,C20,C12,C01,,,,,,,,,,,,,,,,,,,,,,,,
14494,000101-00-0395,10004,C11,C20,,,,,,,,,,,,,,,,,,,,,,,,,
14495,000101-00-0396,10008,C09,,,,,,,,,,,,,,,,,,,,,,,,,,
14496,000101-00-0398,10010,C06,C21,C13,C08,C20,C10,,,,,,,,,,,,,,,,,,,,,
14497,000101-00-0402,10013,C20,C13,C17,C15,C12,,,,,,,,,,,,,,,,,,,,,,
14498,000101-00-0403,10015,C19,C20,C03,C09,C12,,,,,,,,,,,,,,,,,,,,,,
14499,000101-00-0404,10016,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14500,000101-00-0406,10011,C21,C20,,,,,,,,,,,,,,,,,,,,,,,,,
14501,000101-00-0408,10014,C21,C08,C10,C15,C19,C12,C01,C03,C20,,,,,,,,,,,,,,,,,,
14502,000101-00-0410,10017,C20,C11,,,,,,,,,,,,,,,,,,,,,,,,,
14503,000101-00-0413,10020,C02,C04,C08,C14,C06,C22,,,,,,,,,,,,,,,,,,,,,
14504,000101-00-0415,10019,C19,C01,C02,C20,C12,C13,C14,,,,,,,,,,,,,,,,,,,,
14505,000101-00-0417,10021,C04,C20,C12,C19,C14,C01,C02,C10,C03,C13,,,,,,,,,,,,,,,,,
14506,000101-00-0420,10022,C20,C04,C03,C10,C13,C01,,,,,,,,,,,,,,,,,,,,,
14507,000101-00-0422,10002,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14508,000101-00-0424,10003,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14509,000101-00-0426,10004,C10,C20,C02,C03,C04,C12,C15,C17,C19,C21,C01,,,,,,,,,,,,,,,,
14510,000101-00-0428,10005,C04,C22,C06,C03,C02,C01,C15,C10,C14,,,,,,,,,,,,,,,,,,
14511,000101-00-0430,10006,C14,C19,,,,,,,,,,,,,,,,,,,,,,,,,
14512,000101-00-0432,10007,C19,C01,C15,,,,,,,,,,,,,,,,,,,,,,,,
14513,000101-00-0434,10008,C13,C08,,,,,,,,,,,,,,,,,,,,,,,,,
14514,000101-00-0438,10011,C12,C20,C04,C03,C14,C13,,,,,,,,,,,,,,,,,,,,,
14515,000101-00-0440,10012,C20,C12,C10,C15,C19,C01,,,,,,,,,,,,,,,,,,,,,
14516,000101-00-0441,10013,C06,,,,,,,,,,,,,,,,,,,,,,,,,,
14517,000101-00-0442,10015,C21,C20,C14,,,,,,,,,,,,,,,,,,,,,,,,
14518,000101-00-0445,10014,C20,C15,C19,C03,C04,C13,,,,,,,,,,,,,,,,,,,,,
14519,000101-00-0447,10016,C20,C12,C11,C15,,,,,,,,,,,,,,,,,,,,,,,
14520,000101-00-0449,10017,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14521,000101-00-0451,10019,C03,C15,C19,,,,,,,,,,,,,,,,,,,,,,,,
14522,000101-00-0452,10020,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14523,000101-00-0455,10021,C11,C22,C13,C08,C04,C02,,,,,,,,,,,,,,,,,,,,,
14524,000101-00-0456,10022,C04,C15,C14,C12,C01,C19,C09,C03,C11,C06,C22,C21,,,,,,,,,,,,,,,
14525,000101-00-0457,10000,C11,C14,C04,C08,C19,,,,,,,,,,,,,,,,,,,,,,
14526,000101-00-0460,10001,C14,C02,C08,C04,C22,,,,,,,,,,,,,,,,,,,,,,
14527,000101-00-0462,10003,C02,C08,C04,C13,C06,C20,,,,,,,,,,,,,,,,,,,,,
14528,000101-00-0464,10005,C21,C20,C03,,,,,,,,,,,,,,,,,,,,,,,,
14529,000101-00-0465,10004,C01,C20,C17,C04,C11,C16,C10,C12,C14,C15,C19,C02,C03,C23,C22,C21,C09,C08,C05,C06,C07,C18,C13,,,,
14530,000101-00-0467,10006,C08,C04,C11,C21,C02,C14,,,,,,,,,,,,,,,,,,,,,
14531,000101-00-0469,10007,C20,C12,C10,C15,C19,C01,,,,,,,,,,,,,,,,,,,,,
14532,000101-00-0472,10008,C20,C10,C14,C15,C19,C01,C02,C03,,,,,,,,,,,,,,,,,,,
14533,000101-00-0473,10009,C20,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,
14534,000101-00-0475,10010,C20,C01,C02,C03,C10,C13,C14,,,,,,,,,,,,,,,,,,,,
14535,000101-00-0477,10011,C14,C20,C05,C06,C08,C12,C19,C03,,,,,,,,,,,,,,,,,,,
14536,000101-00-0479,10013,C20,C12,C13,C15,C08,,,,,,,,,,,,,,,,,,,,,,
14537,000101-00-0482,10012,C20,C11,C04,,,,,,,,,,,,,,,,,,,,,,,,
14538,000101-00-0484,10015,C20,C19,C03,,,,,,,,,,,,,,,,,,,,,,,,
14539,000101-00-0485,10017,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14540,000101-00-0487,10016,C20,C19,C03,C12,,,,,,,,,,,,,,,,,,,,,,,
14541,000101-00-0489,10018,C20,C19,C01,C12,C10,C15,C03,C02,C21,C13,C04,,,,,,,,,,,,,,,,
14542,000101-00-0492,10019,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14543,000101-00-0493,10021,C02,C20,C19,,,,,,,,,,,,,,,,,,,,,,,,
14544,000101-00-0496,10000,C20,C02,,,,,,,,,,,,,,,,,,,,,,,,,
14545,000101-00-0497,10022,C20,C03,C04,,,,,,,,,,,,,,,,,,,,,,,,
14546,000101-00-0499,10001,C20,C11,C01,,,,,,,,,,,,,,,,,,,,,,,,
14547,000101-00-0502,10002,C20,C03,C05,,,,,,,,,,,,,,,,,,,,,,,,
14548,000101-00-0504,10004,C20,C02,C19,,,,,,,,,,,,,,,,,,,,,,,,
