,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice
12009,000903-00-1282,C01,C02,C04,C17,,,,,,,,,,,,,,
12010,000903-00-1285,C05,C03,C01,C13,,,,,,,,,,,,,,
12011,000903-00-1288,C05,C03,C04,C15,,,,,,,,,,,,,,
12012,000903-00-1289,C15,C05,C03,C04,,,,,,,,,,,,,,
12013,000903-00-1291,C05,C04,C15,C01,C12,C02,C13,C16,,,,,,,,,,
12014,000903-00-1292,C05,C15,C06,C17,C14,,,,,,,,,,,,,
12015,000903-00-1295,C05,C15,C13,,,,,,,,,,,,,,,
12016,000903-00-1296,C05,C15,C03,,,,,,,,,,,,,,,
12017,000903-00-1298,C05,C12,,,,,,,,,,,,,,,,
12018,000903-00-1300,C02,C04,C03,C05,C12,C11,C01,C17,C16,C06,C07,C08,C09,C10,C14,C15,C18,C13
12019,000903-00-1303,C02,C04,C17,C12,C03,C05,C11,C01,C18,C06,C07,C08,C09,C10,C13,,,
12020,000903-00-1305,C05,C15,C06,,,,,,,,,,,,,,,
12021,000903-00-1307,C05,C15,C03,C04,C13,C12,C02,C17,C01,C11,,,,,,,,
12022,000903-00-1309,C05,C14,C15,C17,C13,C01,C10,,,,,,,,,,,
12023,000903-00-1311,C05,C15,C04,C03,,,,,,,,,,,,,,
12024,000903-00-1313,C13,C03,C02,C01,,,,,,,,,,,,,,
12025,000903-00-1316,C11,C13,C02,C17,C03,C01,C05,C16,C10,C09,C08,C18,C15,C14,C12,C06,C07,C04
12026,000903-00-1318,C04,C01,C03,C13,C12,C05,C02,,,,,,,,,,,
12027,000903-00-1319,C05,C15,C06,,,,,,,,,,,,,,,
12028,000903-00-1320,C12,C13,C16,C15,C14,C01,,,,,,,,,,,,
12029,000903-00-1322,C16,C02,C04,C12,C10,C05,C01,C18,C07,C09,C14,C17,C03,C06,C08,C11,C13,C15
12030,000903-00-1323,C01,C12,C17,,,,,,,,,,,,,,,
12031,000903-00-1326,C02,C03,,,,,,,,,,,,,,,,
12032,000903-00-1328,C04,C13,C01,C15,,,,,,,,,,,,,,
12033,000903-00-1331,C11,C12,C13,C05,C04,C03,C02,C01,C15,C16,,,,,,,,
12034,000903-00-1332,C01,C16,C05,C03,C02,C11,,,,,,,,,,,,
12035,000903-00-1335,C05,C01,C03,C12,,,,,,,,,,,,,,
12036,000903-00-1336,C16,C15,C02,C01,C04,C05,,,,,,,,,,,,
12037,000903-00-1338,C04,C11,C03,C05,C12,C13,C15,C01,,,,,,,,,,
12038,000903-00-1339,C01,C05,C11,,,,,,,,,,,,,,,
12039,000903-00-1341,C17,,,,,,,,,,,,,,,,,
12040,000903-00-1344,C17,,,,,,,,,,,,,,,,,
12041,000903-00-1345,C09,C15,C02,,,,,,,,,,,,,,,
12042,000903-00-1347,C03,C05,C13,,,,,,,,,,,,,,,
12043,000903-00-1350,C05,,,,,,,,,,,,,,,,,
12044,000903-00-1351,C15,C05,,,,,,,,,,,,,,,,
12045,000903-00-1354,C05,C15,C12,,,,,,,,,,,,,,,
12046,000903-00-1356,C05,C03,C02,,,,,,,,,,,,,,,
12047,000903-00-1358,C16,C01,C15,C13,C03,C02,,,,,,,,,,,,
12048,000903-00-1359,C01,C16,C03,C02,C06,C05,C13,C14,C15,C11,,,,,,,,
12049,000903-00-1361,C06,C15,C05,,,,,,,,,,,,,,,
12050,000903-00-1363,C06,C15,,,,,,,,,,,,,,,,
12051,000903-00-1366,C03,C15,C13,C11,C10,,,,,,,,,,,,,
12052,000903-00-1367,C03,C13,C05,,,,,,,,,,,,,,,
12053,000903-00-1370,C03,C12,C14,,,,,,,,,,,,,,,
12054,000903-00-1371,C03,C01,C02,C15,C13,C12,C05,,,,,,,,,,,
12055,000903-00-1374,C05,C15,,,,,,,,,,,,,,,,
12056,000903-00-1375,C05,C12,C17,C06,C15,C09,C07,,,,,,,,,,,
12057,000903-00-1377,C04,C03,,,,,,,,,,,,,,,,
12058,000903-00-1380,C01,C06,C11,C02,C03,C04,C09,C15,,,,,,,,,,
12059,000903-00-1381,C05,C15,C06,C17,,,,,,,,,,,,,,
12060,000903-00-1384,C04,C01,C12,,,,,,,,,,,,,,,
12061,000903-00-1385,C04,C01,C12,,,,,,,,,,,,,,,
12062,000903-00-1388,C03,C02,C01,,,,,,,,,,,,,,,
12063,000903-00-1389,C11,C05,C02,,,,,,,,,,,,,,,
12064,000903-00-1391,C02,C01,C05,,,,,,,,,,,,,,,
12065,000903-00-1393,C13,,,,,,,,,,,,,,,,,
12066,000903-00-1395,C16,C11,C15,C13,C02,C03,C05,C12,C18,C01,C04,C06,C07,C10,,,,
12067,000903-00-1396,C17,C15,C13,C12,C11,C01,C02,C03,C04,C05,C06,C09,C08,C07,C10,C18,C14,
12068,000903-00-1398,C02,,,,,,,,,,,,,,,,,
12069,000903-00-1400,C03,C01,C15,C14,C17,C16,C18,C07,C08,C09,C10,,,,,,,
12070,000903-00-1402,C16,C14,C01,C06,C11,C12,,,,,,,,,,,,
12071,000903-00-1404,C13,C03,,,,,,,,,,,,,,,,
12072,000903-00-1406,C09,C05,C02,C03,,,,,,,,,,,,,,
12073,000903-00-1408,C14,C07,C01,C17,C12,C08,C06,C04,,,,,,,,,,
12074,000903-00-1411,C17,C04,C01,C05,C12,C15,,,,,,,,,,,,
12075,000903-00-1412,C09,C05,,,,,,,,,,,,,,,,
12076,000903-00-1415,C16,C18,C02,C17,C13,C06,,,,,,,,,,,,
12077,000903-00-1416,C01,C02,C12,C09,C05,C14,C13,C11,C16,C03,,,,,,,,
12078,000903-00-1418,C04,C01,C13,C05,C12,C15,C16,C02,C14,C17,C11,,,,,,,
12079,000903-00-1420,C17,C05,C09,C01,,,,,,,,,,,,,,
12080,000903-00-1422,C03,C01,C02,C13,C11,,,,,,,,,,,,,
12081,000903-00-1424,C01,C02,C12,C05,C14,C09,C16,C15,C11,C13,C17,,,,,,,
12082,000903-00-1426,C18,C16,C02,C13,C17,C06,,,,,,,,,,,,
12083,000903-00-1429,C05,C08,C09,C10,C11,C12,C13,C14,C15,C17,C18,C01,C02,C03,C04,C06,C07,
12084,000903-00-1431,C01,C05,C02,C13,C16,C12,C14,,,,,,,,,,,
12085,000903-00-1432,C17,C03,C09,,,,,,,,,,,,,,,
12086,000903-00-1436,C01,C02,C05,C12,C16,C17,C06,C09,C11,C14,C15,,,,,,,
12087,000903-00-1437,C11,C13,C15,C18,C01,C02,C03,,,,,,,,,,,
12088,000903-00-1438,C03,C02,C13,C05,C11,,,,,,,,,,,,,
12089,000903-00-1440,C01,C03,C05,C06,C15,C04,C02,,,,,,,,,,,
12090,000903-03-02001,C13,C02,C03,C12,C11,,,,,,,,,,,,,
12091,001001-00-0001,C04,C18,C16,C13,C12,C17,C10,C09,WI0,,,,,,,,,
12092,001001-00-0002,C04,WI0,C02,C01,C17,C16,C15,C13,,,,,,,,,,
12093,001001-00-0003,C01,C03,,,,,,,,,,,,,,,,
12094,001001-00-0003,C10,C13,C06,C03,C15,C05,C01,C17,,,,,,,,,,
12095,001001-00-0004,C02,C09,C01,C04,C15,C17,C12,C07,C18,C05,C06,C08,C10,C11,C14,C16,C13,
12096,001001-00-0004,C16,C05,C01,C04,C02,C12,,,,,,,,,,,,
12097,001001-00-0005,C14,C13,C08,WI0,,,,,,,,,,,,,,
12098,001001-00-0006,C02,C05,C03,,,,,,,,,,,,,,,
12099,001001-00-0007,C02,overvote,C11,C15,C01,C06,,,,,,,,,,,,
12100,001001-00-0007,C03,C02,C04,C05,C12,,,,,,,,,,,,,
12101,001001-00-0008,C01,C14,C05,C03,,,,,,,,,,,,,,
12102,001001-00-0008,C13,C01,C11,C05,C02,C03,,,,,,,,,,,,
12103,001001-00-0010,C16,C17,C09,C06,C12,C01,,,,,,,,,,,,
12104,001001-00-0012,C05,C03,C04,C15,,,,,,,,,,,,,,
12105,001001-00-0014,C11,C15,C01,C03,C02,C06,C12,,,,,,,,,,,
12106,001001-00-0016,C09,C14,C02,,,,,,,,,,,,,,,
12107,001001-00-0018,C03,C01,C16,C12,C02,C04,C05,,,,,,,,,,,
12108,001001-00-0020,C04,C12,C01,C11,C14,,,,,,,,,,,,,
12109,001001-00-0023,C04,C01,C16,C13,C06,C03,,,,,,,,,,,,
12110,001001-00-0025,C10,C15,C17,C18,C09,C07,C05,C08,C14,,,,,,,,,
12111,001001-00-0028,C04,C12,C07,C16,C01,C11,C06,C09,C05,C14,C13,C17,C08,C15,C02,C18,C10,C03
12112,001001-00-0029,C09,C01,C17,,,,,,,,,,,,,,,
12113,001001-00-0031,C03,C02,C01,,,,,,,,,,,,,,,
12114,001001-00-0033,C12,C04,C17,C01,C02,C16,C15,C13,C11,C05,C08,,,,,,,
12115,001001-00-0036,C03,C13,C01,C11,C16,C02,C12,C05,C15,,,,,,,,,
12116,001001-00-0038,C02,C03,C05,C12,C11,C13,C01,,,,,,,,,,,
12117,001001-00-0039,C17,C01,C11,C10,C05,,,,,,,,,,,,,
12118,001001-00-0041,C02,C16,C01,C05,C06,C15,C14,C13,C12,C11,C10,C09,C08,C17,C18,C03,C04,
12119,001001-00-0043,0),,,,,,,,,,,,,,,,,
12120,001001-00-0044,C06,C05,C04,C01,C11,C12,,,,,,,,,,,,
12121,001001-00-0044,0),,,,,,,,,,,,,,,,,
12122,001001-00-0045,C09,C01,C17,C13,C02,C12,C11,C16,C14,C03,,,,,,,,
12123,001001-00-0045,0),,,,,,,,,,,,,,,,,
12124,001001-00-0048,C15,C12,C02,C03,C04,C05,,,,,,,,,,,,
12125,001001-00-0049,C12,C03,C04,C01,,,,,,,,,,,,,,
12126,001001-00-0052,C01,C16,C02,,,,,,,,,,,,,,,
12127,001001-00-0054,C01,C05,C03,,,,,,,,,,,,,,,
12128,001001-00-0055,C01,C16,C02,,,,,,,,,,,,,,,
12129,001001-00-0057,C01,C04,C11,C16,C14,,,,,,,,,,,,,
12130,001001-00-0059,C03,C01,C11,C02,C16,,,,,,,,,,,,,
12131,001001-00-0061,C12,C01,C02,C13,C04,,,,,,,,,,,,,
12132,001001-00-0064,C14,C12,C04,C16,,,,,,,,,,,,,,
12133,001001-00-0066,C01,C17,C06,,,,,,,,,,,,,,,
12134,001001-00-0068,C01,C03,C05,C18,C16,,,,,,,,,,,,,
12135,001001-00-0069,C12,C09,C02,C01,,,,,,,,,,,,,,
12136,001001-00-0071,C05,,,,,,,,,,,,,,,,,
12137,001001-00-0073,C01,C04,C05,C12,C16,C03,C13,C15,C02,C14,,,,,,,,
12138,001001-00-0076,C09,C14,C03,,,,,,,,,,,,,,,
12139,001001-00-0077,C06,,,,,,,,,,,,,,,,,
12140,001001-00-0079,C01,C06,C15,,,,,,,,,,,,,,,
12141,001001-00-0081,C05,C12,C01,C03,C11,C13,C15,,,,,,,,,,,
12142,001001-00-0083,C04,C16,C17,C05,C01,,,,,,,,,,,,,
12143,001001-00-0085,C02,C03,C04,C13,C11,C01,,,,,,,,,,,,
12144,001001-00-0086,C05,C12,C06,C01,,,,,,,,,,,,,,
12145,001001-00-0088,C04,C16,C01,C02,C12,C13,C05,C03,C11,C17,,,,,,,,
12146,001001-00-0091,C14,C01,C16,C02,C13,,,,,,,,,,,,,
12147,001001-00-0092,C01,C13,,,,,,,,,,,,,,,,
12148,001001-00-0094,C16,C08,C13,C03,,,,,,,,,,,,,,
12149,001001-00-0097,C01,C13,C15,C05,C03,,,,,,,,,,,,,
12150,001001-00-0099,C11,C13,C01,,,,,,,,,,,,,,,
12151,001001-00-0100,C16,C03,C17,C04,C02,C06,,,,,,,,,,,,
12152,001001-00-0102,C01,C16,C04,C06,C14,C09,C11,C12,C03,,,,,,,,,
12153,001001-00-0106,C05,C04,C17,,,,,,,,,,,,,,,
12154,001001-00-0107,C01,C03,,,,,,,,,,,,,,,,
12155,001001-00-0108,C16,C05,C09,C13,,,,,,,,,,,,,,
12156,001001-00-0110,C13,C11,C03,C01,,,,,,,,,,,,,,
12157,001001-00-0113,C01,C15,C12,C16,C03,C02,C13,C11,C04,C05,,,,,,,,
12158,001001-00-0114,C13,C02,C01,C05,C03,C11,,,,,,,,,,,,
12159,001001-00-0116,C12,C01,C04,C02,,,,,,,,,,,,,,
12160,001001-00-0118,C01,C13,C12,C05,C04,C02,,,,,,,,,,,,
12161,001001-00-0120,C02,C05,C12,C01,,,,,,,,,,,,,,
12162,001001-00-0121,C01,C04,C16,C14,C12,,,,,,,,,,,,,
12163,001001-00-0122,C01,C05,C12,C17,,,,,,,,,,,,,,
12164,001001-00-0125,C01,C03,C16,C13,C12,C10,C17,,,,,,,,,,,
12165,001001-00-0126,C09,C02,C01,,,,,,,,,,,,,,,
12166,001001-00-0128,C09,C02,C01,C04,C12,,,,,,,,,,,,,
12167,001001-00-0131,C02,C04,C01,,,,,,,,,,,,,,,
12168,001001-00-0132,C03,C15,C18,,,,,,,,,,,,,,,
12169,001001-00-0135,C14,C16,C06,C03,C02,C09,C04,C11,C18,C12,C01,,,,,,,
12170,001001-00-0137,C01,C04,C16,C14,C12,,,,,,,,,,,,,
12171,001001-00-0139,C12,C01,C16,C06,C14,C05,C02,C15,C09,C13,,,,,,,,
12172,001001-00-0141,C03,C04,C05,C12,C14,C16,C01,C15,C13,,,,,,,,,
12173,001001-00-0142,C16,C09,C17,C01,C06,,,,,,,,,,,,,
12174,001001-00-0144,C04,C01,C16,C12,C02,,,,,,,,,,,,,
12175,001001-00-0145,C01,C11,C04,C16,C03,C17,C05,C06,C15,C13,,,,,,,,
12176,001001-00-0148,C05,C01,C15,C04,C03,C13,C12,C16,,,,,,,,,,
12177,001001-00-0149,C04,C02,C01,,,,,,,,,,,,,,,
12178,001001-00-0152,C05,C11,C15,C01,C02,C03,,,,,,,,,,,,
12179,001001-00-0153,C01,,,,,,,,,,,,,,,,,
12180,001001-00-0155,C05,C13,C04,C03,,,,,,,,,,,,,,
12181,001001-00-0157,C17,C01,C16,C02,C13,,,,,,,,,,,,,
12182,001001-00-0159,C04,C01,C02,,,,,,,,,,,,,,,
12183,001001-00-0160,C09,,,,,,,,,,,,,,,,,
12184,001001-00-0163,C14,C04,C03,C01,C12,C02,C13,,,,,,,,,,,
12185,001001-00-0164,C01,C03,C06,C02,,,,,,,,,,,,,,
12186,001001-00-0167,C04,C17,C01,C02,C11,C12,C13,C15,,,,,,,,,,
12187,001001-00-0169,C11,,,,,,,,,,,,,,,,,
12188,001001-00-0171,C02,C04,C12,,,,,,,,,,,,,,,
12189,001001-00-0172,C16,C09,C17,C02,C12,C13,C05,C15,,,,,,,,,,
12190,001001-00-0174,C01,C03,C06,C02,C05,C04,,,,,,,,,,,,
12191,001001-00-0176,C01,C04,C03,C16,C11,C07,C06,C05,C09,C10,C12,C13,C14,C15,C17,C18,C02,C08
12192,001001-00-0179,C01,C13,,,,,,,,,,,,,,,,
12193,001001-00-0180,C02,C05,C01,C16,C14,C09,C12,C11,C13,C15,C04,C03,,,,,,
12194,001001-00-0183,C12,C17,C16,C01,C06,C04,C09,C02,C13,C11,,,,,,,,
12195,001001-00-0185,C01,C03,,,,,,,,,,,,,,,,
12196,001001-00-0187,C02,C04,C16,C13,C12,C17,C01,C03,,,,,,,,,,
12197,001001-00-0188,C16,C02,C13,C04,C01,,,,,,,,,,,,,
12198,001001-00-0191,C12,C17,C16,C01,C06,C04,C09,C02,C13,C03,,,,,,,,
12199,001001-00-0192,C01,C12,C03,C16,C17,,,,,,,,,,,,,
12200,001001-00-0195,C02,C01,C12,C03,C13,,,,,,,,,,,,,
12201,001001-00-0196,C15,C02,C11,C12,C01,C13,C03,C05,,,,,,,,,,
12202,001001-00-0198,C02,C01,C05,C16,C03,C11,C13,C12,,,,,,,,,,
12203,001001-00-0199,C04,C17,C01,,,,,,,,,,,,,,,
12204,001001-00-0201,C11,C02,,,,,,,,,,,,,,,,
12205,001001-00-0203,C01,,,,,,,,,,,,,,,,,
12206,001001-00-0205,C01,C17,C06,C03,,,,,,,,,,,,,,
12207,001001-00-0207,C01,C02,C12,C04,C16,C13,C05,,,,,,,,,,,
12208,001001-00-0210,C04,C13,C01,,,,,,,,,,,,,,,
12209,001001-00-0212,C01,C16,C03,,,,,,,,,,,,,,,
12210,001001-00-0213,C13,C03,C01,C09,C11,C17,,,,,,,,,,,,
12211,001001-00-0216,C12,C01,C16,C02,C04,C17,C03,C13,,,,,,,,,,
12212,001001-00-0217,C03,C13,C04,C11,,,,,,,,,,,,,,
12213,001001-00-0219,C15,C04,C02,,,,,,,,,,,,,,,
12214,001001-00-0221,C02,C05,C01,C16,C14,C09,C12,C11,C13,C15,C04,C03,C06,C17,C07,C08,C18,C10
12215,001001-00-0222,C03,C02,C01,C13,,,,,,,,,,,,,,
12216,001001-00-0224,C03,C13,C02,C11,C15,C01,C05,,,,,,,,,,,
12217,001001-00-0226,C05,C04,C11,C17,C01,,,,,,,,,,,,,
12218,001001-00-0228,C01,C04,C16,C17,C18,C02,C05,C11,C12,C13,C14,,,,,,,
12219,001001-00-0231,C05,C16,C13,C01,C12,C02,C17,,,,,,,,,,,
12220,001001-00-0233,C01,C12,C02,C09,C11,,,,,,,,,,,,,
12221,001001-00-0234,C05,C04,C01,C17,C11,,,,,,,,,,,,,
12222,001001-00-0237,C18,C13,C01,C04,C05,C11,C15,,,,,,,,,,,
12223,001001-00-0238,C02,C13,C05,C01,C04,C12,,,,,,,,,,,,
12224,001001-00-0240,C01,C12,C02,C04,C09,,,,,,,,,,,,,
12225,001001-00-0242,C13,C02,C05,C11,C16,C01,C17,C04,C03,C12,C15,,,,,,,
12226,001001-00-0245,C03,C15,C01,,,,,,,,,,,,,,,
12227,001001-00-0247,C14,C01,C12,C13,C18,C10,C11,C07,,,,,,,,,,
12228,001001-00-0248,C01,C02,C03,,,,,,,,,,,,,,,
12229,001001-00-0250,C04,C17,C09,C01,C02,,,,,,,,,,,,,
12230,001001-00-0252,C18,,,,,,,,,,,,,,,,,
12231,001001-00-0254,C04,C16,C17,C02,C01,C15,C14,,,,,,,,,,,
12232,001001-00-0255,C01,C11,,,,,,,,,,,,,,,,
12233,001001-00-0256,C02,,,,,,,,,,,,,,,,,
12234,001001-00-0259,C04,C01,C14,C11,,,,,,,,,,,,,,
12235,001001-00-0260,C13,C11,C03,C15,,,,,,,,,,,,,,
12236,001001-00-0262,C04,C13,C03,C02,C15,C05,,,,,,,,,,,,
12237,001001-00-0264,C09,,,,,,,,,,,,,,,,,
12238,001001-00-0266,C02,C05,C01,C17,C11,C13,C12,C04,,,,,,,,,,
12239,001001-00-0269,C01,C16,C14,C04,C11,C02,C13,C03,C09,,,,,,,,,
12240,001001-00-0271,C03,C09,C13,,,,,,,,,,,,,,,
12241,001001-00-0273,C04,C14,C01,C03,C11,C02,,,,,,,,,,,,
12242,001001-00-0275,C04,C02,C03,C17,C18,C08,C09,C13,,,,,,,,,,
12243,001001-00-0278,C01,C11,C13,C02,C03,C05,,,,,,,,,,,,
12244,001001-00-0279,C03,C01,C02,,,,,,,,,,,,,,,
12245,001001-00-0281,C13,C05,,,,,,,,,,,,,,,,
12246,001001-00-0283,C01,C02,C03,C04,C05,C11,C13,C12,,,,,,,,,,
12247,001001-00-0285,C01,C17,C06,C04,C02,C12,C15,C14,,,,,,,,,,
12248,001001-00-0287,C03,C02,C13,C01,C05,,,,,,,,,,,,,
12249,001001-00-0289,C04,C03,C02,C13,C01,,,,,,,,,,,,,
12250,001001-00-0292,C09,C01,C02,C11,C13,C17,C03,C16,C04,C05,C12,C14,C15,C06,C08,C10,C18,
12251,001001-00-0294,C04,C17,,,,,,,,,,,,,,,,
12252,001001-00-0295,C03,C16,C04,C02,C17,C01,C13,C10,,,,,,,,,,
12253,001001-00-0298,C02,C04,C14,C05,C01,C12,C15,C13,,,,,,,,,,
12254,001001-00-0300,C02,C03,C14,C01,C12,C15,C13,,,,,,,,,,,
12255,001001-00-0303,C01,C04,C02,C12,C05,C16,C17,,,,,,,,,,,
12256,001001-00-0304,C04,C12,C03,C13,,,,,,,,,,,,,,
12257,001001-00-0306,C13,C06,C01,C11,C05,,,,,,,,,,,,,
12258,001001-00-0309,C04,C01,C06,C07,C08,C09,C10,,,,,,,,,,,
12259,001001-00-0310,C04,C05,C02,C15,C11,C03,C01,C12,,,,,,,,,,
12260,001001-00-0312,C03,C02,,,,,,,,,,,,,,,,
12261,001001-00-0314,C02,C04,C01,,,,,,,,,,,,,,,
12262,001001-00-0315,C04,C01,C16,C05,C12,C11,C02,C03,,,,,,,,,,
12263,001001-00-0317,C05,C01,C14,C12,,,,,,,,,,,,,,
12264,001001-00-0320,C01,C03,C04,C02,C11,C12,C13,C15,,,,,,,,,,
12265,001001-00-0321,C04,C13,,,,,,,,,,,,,,,,
12266,001001-00-0323,C01,C03,C17,,,,,,,,,,,,,,,
12267,001001-00-0324,C04,C02,C07,C17,C05,C12,C01,C13,C11,,,,,,,,,
12268,001001-00-0327,C04,C15,C12,C01,C08,,,,,,,,,,,,,
12269,001001-00-0330,C03,C01,C13,,,,,,,,,,,,,,,
12270,001001-00-0331,C03,C02,C01,C15,C05,C11,C13,C12,C10,C09,C16,C18,C17,C07,C08,C06,C04,C14
12271,001001-00-0334,C02,,,,,,,,,,,,,,,,,
12272,001001-00-0336,C05,C01,C16,C12,,,,,,,,,,,,,,
12273,001001-00-0338,C16,C01,C02,C14,C04,C12,C13,C05,C03,,,,,,,,,
12274,001001-00-0340,C01,C02,C04,,,,,,,,,,,,,,,
12275,001001-00-0343,C05,C03,,,,,,,,,,,,,,,,
12276,001001-00-0345,C01,C12,C13,C02,C03,,,,,,,,,,,,,
12277,001001-00-0346,C18,C04,C01,C13,C05,C11,C02,C09,,,,,,,,,,
12278,001001-00-0348,C02,C01,C04,C03,,,,,,,,,,,,,,
12279,001001-00-0351,C04,C02,C09,C05,C16,C06,C03,,,,,,,,,,,
12280,001001-00-0353,C12,C04,C01,C11,C14,C17,C16,C02,,,,,,,,,,
12281,001001-00-0355,C04,C01,C03,C02,,,,,,,,,,,,,,
12282,001001-00-0357,C16,C17,C14,C09,C06,C01,C12,C03,C13,,,,,,,,,
12283,001001-00-0358,C01,C16,C04,C03,,,,,,,,,,,,,,
12284,001001-00-0359,C01,C16,C04,,,,,,,,,,,,,,,
12285,001001-00-0360,C13,,,,,,,,,,,,,,,,,
12286,001001-00-0362,C03,C02,C13,C05,C11,C04,,,,,,,,,,,,
12287,001001-00-0364,C11,C13,C04,C17,,,,,,,,,,,,,,
12288,001001-00-0367,C11,C13,C04,C17,,,,,,,,,,,,,,
12289,001001-00-0368,C03,C02,C16,C01,C12,C04,,,,,,,,,,,,
12290,001001-00-0370,C01,C18,C17,C12,C09,C04,C13,C02,,,,,,,,,,
12291,001001-00-0371,C03,C02,C12,C05,C11,C04,,,,,,,,,,,,
12292,001001-00-0374,C04,C02,C15,C05,,,,,,,,,,,,,,
12293,001001-00-0375,C06,,,,,,,,,,,,,,,,,
12294,001001-00-0377,C03,C04,C17,,,,,,,,,,,,,,,
12295,001001-00-0379,C12,C05,C01,C02,C16,C13,C03,C15,,,,,,,,,,
12296,001001-00-0380,C12,C05,C01,C02,C16,C13,C03,C15,C11,,,,,,,,,
12297,001001-00-0381,C11,C03,C02,C10,C13,C15,C14,,,,,,,,,,,
12298,001001-00-0384,C04,C01,C16,C14,C06,C12,,,,,,,,,,,,
12299,001001-00-0386,C04,C12,C16,,,,,,,,,,,,,,,
12300,001001-00-0387,C16,C01,C02,C17,C12,C05,C13,,,,,,,,,,,
12301,001001-00-0390,C04,C12,C01,C02,,,,,,,,,,,,,,
12302,001001-00-0391,C02,C16,C01,C04,C12,,,,,,,,,,,,,
12303,001001-00-0394,C13,C11,C01,C15,,,,,,,,,,,,,,
12304,001001-00-0395,C02,C01,C13,C03,C04,C05,C11,C17,C12,C06,C15,C16,C08,C09,C14,,,
12305,001001-00-0397,C13,,,,,,,,,,,,,,,,,
12306,001001-00-0399,C05,C15,C03,C02,,,,,,,,,,,,,,
12307,001001-00-0402,C13,C01,C02,C03,C07,,,,,,,,,,,,,
12308,001001-00-0403,C02,C12,C16,C01,,,,,,,,,,,,,,
12309,001001-00-0405,C16,C02,C01,C12,C11,C04,C03,,,,,,,,,,,
12310,001001-00-0408,C16,C17,C18,C08,C07,C14,,,,,,,,,,,,
12311,001001-00-0410,C16,C04,C02,C01,C12,,,,,,,,,,,,,
12312,001001-00-0411,C03,C13,C12,C01,C02,C05,C17,C15,,,,,,,,,,
12313,001001-00-0414,C03,C02,C05,C13,C15,C01,C17,C11,C04,C06,C12,C16,,,,,,
12314,001001-00-0417,C14,C12,C11,C01,C05,,,,,,,,,,,,,
12315,001001-00-0418,C02,C01,C12,C16,C08,,,,,,,,,,,,,
12316,001001-00-0420,C02,C01,C12,C16,C09,C13,C05,C11,,,,,,,,,,
12317,001001-00-0422,C16,C02,C03,C12,,,,,,,,,,,,,,
12318,001001-00-0423,C13,C01,C02,C03,C04,C16,C11,C12,C15,,,,,,,,,
12319,001001-00-0426,C03,C01,C02,C09,C11,C04,C05,C12,,,,,,,,,,
12320,001001-00-0427,C12,C01,C03,,,,,,,,,,,,,,,
12321,001001-00-0430,C03,,,,,,,,,,,,,,,,,
12322,001001-00-0432,C06,C05,,,,,,,,,,,,,,,,
12323,001001-00-0434,C11,C13,,,,,,,,,,,,,,,,
12324,001001-00-0436,C01,C02,C05,C11,C13,C09,C12,C04,C17,C03,C15,C16,C14,C08,C10,C06,C07,C18
12325,001001-00-0437,C03,C05,,,,,,,,,,,,,,,,
12326,001001-00-0439,C10,C04,C05,C18,C01,C15,C02,,,,,,,,,,,
12327,001001-00-0441,C05,C02,C03,C01,C13,C14,C12,C11,C17,C04,,,,,,,,
12328,001001-00-0443,C13,C03,C09,C05,,,,,,,,,,,,,,
12329,001001-00-0445,C05,,,,,,,,,,,,,,,,,
12330,001001-00-0448,C03,C13,C17,C04,,,,,,,,,,,,,,
12331,001001-00-0450,C16,C01,C11,C14,C15,,,,,,,,,,,,,
12332,001001-00-0451,C05,C02,C03,C13,C11,C01,,,,,,,,,,,,
12333,001001-00-0453,C05,C02,C03,C01,C09,C11,C13,C12,C15,,,,,,,,,
12334,001001-00-0456,C04,C05,C03,,,,,,,,,,,,,,,
12335,001001-00-0458,C03,C01,C12,C17,C16,C13,C02,C15,,,,,,,,,,
12336,001001-00-0459,C03,C15,C13,,,,,,,,,,,,,,,
12337,001001-00-0461,C13,C01,C02,C03,C17,C04,C11,,,,,,,,,,,
12338,001001-00-0464,C04,C01,C02,C06,,,,,,,,,,,,,,
12339,001001-00-0466,C04,C13,C05,C17,C01,,,,,,,,,,,,,
12340,001001-00-0468,C03,C01,C02,C13,C12,C11,C16,C04,,,,,,,,,,
12341,001001-00-0471,C04,C02,C13,,,,,,,,,,,,,,,
12342,001001-00-0473,C05,C03,C15,C01,C02,C12,,,,,,,,,,,,
12343,001001-00-0474,C04,C17,C13,C05,,,,,,,,,,,,,,
12344,001001-00-0476,C06,C01,C15,C02,C04,C05,C03,C14,C16,C17,C18,,,,,,,
12345,001001-00-0478,C05,C13,C15,C01,C02,C03,C04,C12,,,,,,,,,,
12346,001001-00-0479,C03,C13,C02,,,,,,,,,,,,,,,
12347,001001-00-0482,C09,C02,,,,,,,,,,,,,,,,
12348,001001-00-0483,C15,C07,C09,C01,C05,C17,C14,C06,C03,C10,,,,,,,,
12349,001001-00-0485,C05,,,,,,,,,,,,,,,,,
12350,001001-00-0488,C03,C01,C02,,,,,,,,,,,,,,,
12351,001001-00-0489,C11,C13,C01,C12,C18,C02,,,,,,,,,,,,
12352,001001-00-0491,C04,C02,,,,,,,,,,,,,,,,
