,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice,24th Choice,25th Choice
16349,"000902-00-1510,10014,001,1)",C04,C10,,,,,,,,,,,,,,,,,,,,,,,
16350,"000902-00-1513,10017,001,1)",C08,C16,C19,,,,,,,,,,,,,,,,,,,,,,
16351,"000902-00-1515,10024,001,1)",C12,C10,C02,,,,,,,,,,,,,,,,,,,,,,
16352,"000902-00-1517,10004,001,1)",C03,C08,,,,,,,,,,,,,,,,,,,,,,,
16353,"000902-00-1519,10001,001,1)",C03,C08,C17,C19,C10,C21,,,,,,,,,,,,,,,,,,,
16354,"000902-00-1521,10015,001,1)",C03,C21,C22,C02,C10,C05,C11,C24,C16,,,,,,,,,,,,,,,,
16355,"000902-00-1523,10010,001,1)",C09,C12,C19,C03,C08,C10,C04,C05,C06,C11,C13,C14,C15,C16,C17,C18,C20,C21,C22,C23,C24,C25,C01,C02,C07
16356,"000902-00-1525,10014,001,1)",C02,C23,C03,C09,C04,C05,,,,,,,,,,,,,,,,,,,
16357,"000902-00-1527,10013,001,1)",C06,C01,C17,C18,C19,C12,,,,,,,,,,,,,,,,,,,
16358,"000902-00-1529,10017,001,1)",C17,C05,C03,C02,C19,C23,C25,,,,,,,,,,,,,,,,,,
16359,"000902-00-1531,10016,001,1)",C08,C17,C18,,,,,,,,,,,,,,,,,,,,,,
16360,"000902-00-1533,10011,001,1)",C01,,,,,,,,,,,,,,,,,,,,,,,,
16361,"000902-00-1535,10012,001,1)",C04,C23,C18,C15,C25,C03,C09,C12,C22,C19,C16,C10,C08,C06,C05,C24,,,,,,,,,
16362,"000902-00-1539,10006,001,1)",C21,C05,C03,C08,,,,,,,,,,,,,,,,,,,,,
16363,"000902-00-1540,10007,001,1)",C01,,,,,,,,,,,,,,,,,,,,,,,,
16364,"000902-00-1541,10005,001,1)",C09,C10,C18,C03,C22,C05,C08,,,,,,,,,,,,,,,,,,
16365,"000902-00-1544,10008,001,1)",C21,C02,C23,C09,C05,C24,C10,C12,,,,,,,,,,,,,,,,,
16366,"000902-00-1545,10023,001,1)",C10,C03,C16,C21,,,,,,,,,,,,,,,,,,,,,
16367,"000902-00-1547,10003,001,1)",C01,C03,C02,C09,C12,C17,C19,C20,C21,,,,,,,,,,,,,,,,
16368,"000902-00-1550,10000,001,1)",C20,C01,C05,,,,,,,,,,,,,,,,,,,,,,
16369,"000902-00-1551,10021,001,1)",C03,C19,C01,C07,C23,,,,,,,,,,,,,,,,,,,,
16370,"000902-00-1554,10018,001,1)",C20,C08,C21,C23,,,,,,,,,,,,,,,,,,,,,
16371,"000902-00-1555,10010,001,1)",C08,C03,C10,C20,,,,,,,,,,,,,,,,,,,,,
16372,"000902-00-1559,10008,001,1)",C17,C03,,,,,,,,,,,,,,,,,,,,,,,
16373,"000902-00-1560,10022,001,1)",C03,C10,C16,C07,C08,C17,C20,C05,C21,C23,,,,,,,,,,,,,,,
16374,"000902-00-1562,10009,001,1)",C08,C03,C07,C20,C10,C19,C05,,,,,,,,,,,,,,,,,,
16375,"000902-00-1566,10011,001,1)",C18,C03,C16,C05,C10,,,,,,,,,,,,,,,,,,,,
16376,"000902-00-1567,10007,001,1)",C23,C21,C02,C04,C05,C15,C09,C12,C25,C22,C17,C18,,,,,,,,,,,,,
16377,"000902-00-1568,10012,001,1)",C18,C03,C16,,,,,,,,,,,,,,,,,,,,,,
16378,"000902-00-1570,10003,001,1)",C08,C10,C17,C22,,,,,,,,,,,,,,,,,,,,,
16379,"000902-00-1572,10001,001,1)",C03,C08,C20,C23,C24,C07,,,,,,,,,,,,,,,,,,,
16380,"000902-00-1573,10000,001,1)",C01,C16,,,,,,,,,,,,,,,,,,,,,,,
16381,"000902-00-1575,10020,001,1)",C03,C05,C18,C20,C21,C23,C16,C15,C14,C13,C12,C11,C10,C08,C06,C04,C02,C01,C25,C22,C07,C24,C09,C17,C19
16382,"000902-00-1578,10005,001,1)",C21,C17,C05,C03,C02,C09,,,,,,,,,,,,,,,,,,,
16383,"000902-00-1579,10004,001,1)",C17,C21,C05,C03,C09,C02,C18,,,,,,,,,,,,,,,,,,
16384,"000902-00-1581,10024,001,1)",C05,C09,C02,,,,,,,,,,,,,,,,,,,,,,
16385,"000902-00-1583,10002,001,1)",C16,C03,C08,C17,,,,,,,,,,,,,,,,,,,,,
16386,"000902-00-1585,10023,001,1)",C03,C12,C09,C08,C10,C17,,,,,,,,,,,,,,,,,,,
16387,"000902-00-1587,10014,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16388,"000902-00-1589,10011,001,1)",C08,C20,C03,C21,,,,,,,,,,,,,,,,,,,,,
16389,"000902-00-1591,10009,001,1)",C03,C21,C19,,,,,,,,,,,,,,,,,,,,,,
16390,"000902-00-1593,10011,001,1)",C19,C21,C23,C03,C04,C09,C10,C25,C15,C12,C07,C22,,,,,,,,,,,,,
16391,"000902-00-1596,10013,001,1)",C09,C17,C21,C03,,,,,,,,,,,,,,,,,,,,,
16392,"000902-00-1597,10021,001,1)",C07,C21,C17,C04,,,,,,,,,,,,,,,,,,,,,
16393,"000902-00-1599,10010,001,1)",C08,C01,C05,C20,C10,C03,C16,C18,C13,C23,C14,,,,,,,,,,,,,,
16394,"000902-00-1601,10018,001,1)",C03,C01,C25,C22,C05,C19,C09,C12,C13,,,,,,,,,,,,,,,,
16395,"000902-00-1604,10019,001,1)",C03,C17,C18,C01,C22,C12,,,,,,,,,,,,,,,,,,,
16396,"000902-00-1606,10022,001,1)",C08,C10,C05,C03,,,,,,,,,,,,,,,,,,,,,
16397,"000902-00-1607,10020,001,1)",C12,C03,C07,,,,,,,,,,,,,,,,,,,,,,
16398,"000902-00-1609,10002,001,1)",C20,C03,C17,C05,C11,C23,C02,,,,,,,,,,,,,,,,,,
16399,"000902-00-1611,10001,001,1)",C03,C05,C01,C18,,,,,,,,,,,,,,,,,,,,,
16400,"000902-00-1613,10000,001,1)",C23,C10,C05,C21,C03,C09,C17,C18,C19,C01,,,,,,,,,,,,,,,
16401,"000902-00-1616,10004,001,1)",C23,C10,C05,C21,C03,C18,C08,,,,,,,,,,,,,,,,,,
16402,"000902-00-1617,10003,001,1)",C23,C10,C05,C18,C03,C21,C08,,,,,,,,,,,,,,,,,,
16403,"000902-00-1620,10007,001,1)",C08,C10,C13,,,,,,,,,,,,,,,,,,,,,,
16404,"000902-00-1621,10006,001,1)",C21,C17,C03,C16,C09,C05,,,,,,,,,,,,,,,,,,,
16405,"000902-00-1624,10005,001,1)",C02,C21,C10,C04,C05,,,,,,,,,,,,,,,,,,,,
16406,"000902-00-1625,10023,001,1)",C01,C10,C18,C16,C03,C08,C19,C17,C02,C04,C22,C09,C06,C23,,,,,,,,,,,
16407,"000902-00-1627,10024,001,1)",C10,C19,C01,C03,C04,C16,C18,C08,C17,,,,,,,,,,,,,,,,
16408,"000902-00-1631,10008,001,1)",C03,C07,C18,C16,C20,C21,C04,C05,C08,C06,C22,,,,,,,,,,,,,,
16409,"000902-00-1632,10010,001,1)",C18,C16,C10,C05,C23,C22,C03,C04,C09,C19,C21,C08,C12,C15,C06,C24,C01,C25,C02,C17,,,,,
16410,"000902-00-1635,10002,001,1)",C18,C19,C08,,,,,,,,,,,,,,,,,,,,,,
16411,"000902-00-1636,10006,001,1)",C08,C20,C03,,,,,,,,,,,,,,,,,,,,,,
16412,"000903-00-0001,10009,001,1)",C14,C25,C05,C06,C21,C23,C12,C22,C01,,,,,,,,,,,,,,,,
16413,"000903-00-0002,10008,001,1)",C14,C25,C12,C06,C23,C01,C22,C17,C21,,,,,,,,,,,,,,,,
16414,"000903-00-0005,10018,001,1)",C20,C08,,,,,,,,,,,,,,,,,,,,,,,
16415,"000903-00-0006,10016,001,1)",C01,C10,C08,,,,,,,,,,,,,,,,,,,,,,
16416,"000903-00-0008,10014,001,1)",C03,C16,C02,,,,,,,,,,,,,,,,,,,,,,
16417,"000903-00-0010,10011,001,1)",C05,C18,C21,C17,C22,C04,C02,C09,C10,,,,,,,,,,,,,,,,
16418,"000903-00-0012,10017,001,1)",C02,C03,C22,C10,C16,C04,C17,C18,,,,,,,,,,,,,,,,,
16419,"000903-00-0014,10019,001,1)",C23,C01,C09,C10,C05,,,,,,,,,,,,,,,,,,,,
16420,"000903-00-0016,10013,001,1)",C03,C01,C10,C18,C05,C08,C20,C21,C16,,,,,,,,,,,,,,,,
16421,"000903-00-0019,10021,001,1)",C08,C01,C10,C04,C09,C02,,,,,,,,,,,,,,,,,,,
16422,"000903-00-0020,10020,001,1)",C17,C04,C01,C19,C23,C21,C08,C16,,,,,,,,,,,,,,,,,
16423,"000903-00-0022,10024,001,1)",C23,C18,C03,C10,C20,,,,,,,,,,,,,,,,,,,,
16424,"000903-00-0025,10001,001,1)",C18,C16,C08,,,,,,,,,,,,,,,,,,,,,,
16425,"000903-00-0026,10000,001,1)",C18,C23,C21,C03,,,,,,,,,,,,,,,,,,,,,
16426,"000903-00-0029,10003,001,1)",C20,C03,C01,C16,C10,C19,,,,,,,,,,,,,,,,,,,
16427,"000903-00-0031,10005,001,1)",C05,C09,C17,,,,,,,,,,,,,,,,,,,,,,
16428,"000903-00-0034,10008,001,1)",C05,C01,C18,C16,C13,C10,C23,C03,,,,,,,,,,,,,,,,,
16429,"000903-00-0035,10009,001,1)",C01,C03,C08,C17,C18,C23,,,,,,,,,,,,,,,,,,,
16430,"000903-00-0037,10010,001,1)",C03,C08,C18,C17,,,,,,,,,,,,,,,,,,,,,
16431,"000903-00-0039,10022,001,1)",C03,C10,C21,C17,C19,C18,C08,C09,C05,C16,C23,C04,C20,C02,C14,,,,,,,,,,
16432,"000903-00-0042,10012,001,1)",C10,C03,C09,C23,C18,C16,C01,,,,,,,,,,,,,,,,,,
16433,"000903-00-0043,10014,001,1)",C18,C19,C16,C20,C01,C23,C03,,,,,,,,,,,,,,,,,,
16434,"000903-00-0045,10011,001,1)",C10,C03,C23,C09,C18,C01,C16,,,,,,,,,,,,,,,,,,
16435,"000903-00-0047,10015,001,1)",C08,C01,,,,,,,,,,,,,,,,,,,,,,,
16436,"000903-00-0048,10013,001,1)",C03,C10,C17,C21,C18,C16,C08,C05,C20,,,,,,,,,,,,,,,,
16437,"000903-00-0049,10019,001,1)",C21,C17,,,,,,,,,,,,,,,,,,,,,,,
16438,"000903-00-0051,10018,001,1)",C16,C01,C18,C20,C08,,,,,,,,,,,,,,,,,,,,
16439,"000903-00-0054,10023,001,1)",C03,C16,C08,C10,C17,C19,,,,,,,,,,,,,,,,,,,
16440,"000903-00-0055,10021,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16441,"000903-00-0057,10020,001,1)",C03,C21,C17,C01,C18,C05,C16,C08,C20,,,,,,,,,,,,,,,,
16442,"000903-00-0058,10024,001,1)",C08,C03,,,,,,,,,,,,,,,,,,,,,,,
16443,"000903-00-0060,10000,001,1)",C08,C03,C21,C23,,,,,,,,,,,,,,,,,,,,,
16444,"000903-00-0064,10017,001,1)",C18,C16,C09,C20,C03,C01,,,,,,,,,,,,,,,,,,,
16445,"000903-00-0065,10001,001,1)",C03,C08,C23,,,,,,,,,,,,,,,,,,,,,,
16446,"000903-00-0067,10002,001,1)",C08,C20,C07,,,,,,,,,,,,,,,,,,,,,,
16447,"000903-00-0069,10004,001,1)",C08,C20,C05,C14,,,,,,,,,,,,,,,,,,,,,
16448,"000903-00-0071,10016,001,1)",C20,C08,C03,C23,C05,C06,C10,C14,,,,,,,,,,,,,,,,,
16449,"000903-00-0072,10007,001,1)",C01,C10,C16,C08,C03,C04,C05,C17,C09,,,,,,,,,,,,,,,,
16450,"000903-00-0074,10005,001,1)",C17,C02,C18,C10,C12,,,,,,,,,,,,,,,,,,,,
16451,"000903-00-0078,10008,001,1)",C08,C20,C16,,,,,,,,,,,,,,,,,,,,,,
16452,"000903-00-0081,10006,001,1)",C21,C23,C03,,,,,,,,,,,,,,,,,,,,,,
16453,"000903-00-0082,10009,001,1)",C16,,,,,,,,,,,,,,,,,,,,,,,,
16454,"000903-00-0084,10010,001,1)",C21,C05,C22,C01,C23,C17,C10,C09,C03,,,,,,,,,,,,,,,,
16455,"000903-00-0087,10013,001,1)",C08,C16,C20,C10,C17,C18,C01,C07,C19,,,,,,,,,,,,,,,,
16456,"000903-00-0089,10012,001,1)",C08,C20,C16,C06,C03,C10,C18,,,,,,,,,,,,,,,,,,
16457,"000903-00-0090,10011,001,1)",C17,C02,C10,,,,,,,,,,,,,,,,,,,,,,
16458,"000903-00-0093,10015,001,1)",C02,,,,,,,,,,,,,,,,,,,,,,,,
16459,"000903-00-0095,10014,001,1)",C08,C03,C05,C17,C20,,,,,,,,,,,,,,,,,,,,
16460,"000903-00-0097,10018,001,1)",C03,C16,C18,C21,C08,C20,C05,C01,C04,C10,C17,,,,,,,,,,,,,,
16461,"000903-00-0100,10019,001,1)",C01,C22,C12,C14,C06,C09,C03,,,,,,,,,,,,,,,,,,
16462,"000903-00-0101,10017,001,1)",C05,C10,,,,,,,,,,,,,,,,,,,,,,,
16463,"000903-00-0103,10021,001,1)",C17,C08,C05,C20,C04,C03,C18,C10,C06,,,,,,,,,,,,,,,,
16464,"000903-00-0105,10023,001,1)",C03,C10,C17,C08,,,,,,,,,,,,,,,,,,,,,
16465,"000903-00-0107,10024,001,1)",C08,C23,C07,C03,C05,,,,,,,,,,,,,,,,,,,,
16466,"000903-00-0109,10000,001,1)",C08,C20,C03,,,,,,,,,,,,,,,,,,,,,,
16467,"000903-00-0112,10007,001,1)",C10,C08,C23,C03,,,,,,,,,,,,,,,,,,,,,
16468,"000903-00-0114,10001,001,1)",C08,C17,C03,C20,C07,C23,C18,C19,C01,,,,,,,,,,,,,,,,
16469,"000903-00-0116,10004,001,1)",C14,C07,C23,C03,,,,,,,,,,,,,,,,,,,,,
16470,"000903-00-0119,10005,001,1)",C10,C17,C18,C21,C01,C03,C19,C08,,,,,,,,,,,,,,,,,
16471,"000903-00-0121,10006,001,1)",C10,C01,C19,C17,C09,C18,C21,C03,C05,,,,,,,,,,,,,,,,
16472,"000903-00-0122,10003,001,1)",C23,C14,C08,,,,,,,,,,,,,,,,,,,,,,
16473,"000903-00-0124,10008,001,1)",C09,C22,C08,C17,,,,,,,,,,,,,,,,,,,,,
16474,"000903-00-0127,10009,001,1)",C10,C17,C22,C09,C08,,,,,,,,,,,,,,,,,,,,
16475,"000903-00-0128,10011,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
16476,"000903-00-0129,10022,001,1)",C03,C08,C10,C17,C18,C12,,,,,,,,,,,,,,,,,,,
16477,"000903-00-0131,10010,001,1)",C09,C03,C02,C07,C17,,,,,,,,,,,,,,,,,,,,
16478,"000903-00-0132,10012,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
16479,"000903-00-0134,10016,001,1)",C17,C18,C10,C16,C22,C03,,,,,,,,,,,,,,,,,,,
16480,"000903-00-0136,10015,001,1)",C03,C21,C17,C01,C18,C05,C16,C08,C20,,,,,,,,,,,,,,,,
16481,"000903-00-0138,10017,001,1)",C17,C18,C10,C22,C16,C20,C12,,,,,,,,,,,,,,,,,,
16482,"000903-00-0141,10013,001,1)",C02,C18,C09,C03,C23,C01,C10,C04,C16,C06,C08,,,,,,,,,,,,,,
16483,"000903-00-0142,10014,001,1)",C18,C21,C03,C08,C17,C10,C05,C15,C20,,,,,,,,,,,,,,,,
16484,"000903-00-0143,10024,001,1)",C03,C17,C18,,,,,,,,,,,,,,,,,,,,,,
16485,"000903-00-0146,10018,001,1)",C19,C20,C21,C22,C23,C24,C25,C01,C03,C05,C08,C16,C18,,,,,,,,,,,,
16486,"000903-00-0147,10021,001,1)",C19,C06,C01,C17,,,,,,,,,,,,,,,,,,,,,
16487,"000903-00-0149,10002,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
16488,"000903-00-0152,10019,001,1)",C05,C17,C08,C02,,,,,,,,,,,,,,,,,,,,,
16489,"000903-00-0153,10020,001,1)",C19,C01,C06,C03,C17,C08,C10,,,,,,,,,,,,,,,,,,
16490,"000903-00-0156,10000,001,1)",C23,C04,C19,C20,,,,,,,,,,,,,,,,,,,,,
16491,"000903-00-0158,10006,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
16492,"000903-00-0160,10001,001,1)",C23,C04,,,,,,,,,,,,,,,,,,,,,,,
16493,"000903-00-0162,10004,001,1)",C01,C02,C22,C05,C21,C19,C09,C16,C04,,,,,,,,,,,,,,,,
16494,"000903-00-0163,10005,001,1)",C02,C09,C17,C12,C07,C24,C04,C10,C18,C20,C05,C22,C21,C23,,,,,,,,,,,
16495,"000903-00-0165,10007,001,1)",C03,C20,C09,C08,C19,C10,,,,,,,,,,,,,,,,,,,
16496,"000903-00-0167,10008,001,1)",C10,C03,C09,C05,C04,C19,C20,,,,,,,,,,,,,,,,,,
16497,"000903-00-0168,10009,001,1)",C23,C03,C05,C08,C10,C18,C16,C20,,,,,,,,,,,,,,,,,
16498,"000903-00-0169,10010,001,1)",C05,C21,C22,C01,C18,C23,C10,C09,C03,,,,,,,,,,,,,,,,
16499,"000903-00-0173,10012,001,1)",C19,C22,C03,C18,C09,C05,C08,C16,C12,C11,,,,,,,,,,,,,,,
16500,"000903-00-0174,10014,001,1)",C08,C01,C20,,,,,,,,,,,,,,,,,,,,,,
16501,"000903-00-0175,10003,001,1)",C18,C04,C14,C17,C19,C11,C12,C06,,,,,,,,,,,,,,,,,
16502,"000903-00-0178,10011,001,1)",C23,C08,C10,C19,C05,C03,C25,C20,C18,C02,C21,C17,C13,C06,C04,C22,C16,C01,C12,C14,C15,C24,C07,C09,C11
16503,"000903-00-0179,10018,001,1)",C05,C20,C17,C18,C08,C23,,,,,,,,,,,,,,,,,,,
16504,"000903-00-0182,10013,001,1)",C15,C19,C04,,,,,,,,,,,,,,,,,,,,,,
16505,"000903-00-0183,10017,001,1)",C07,C23,C04,C15,C02,C22,C24,C25,C01,,,,,,,,,,,,,,,,
16506,"000903-00-0185,10015,001,1)",C17,C16,C19,C18,C20,C21,C22,C23,C24,C25,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15
16507,"000903-00-0188,10016,001,1)",C17,C18,C19,C20,C21,C22,C23,C24,C25,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16
16508,"000903-00-0190,10019,001,1)",C11,C03,C05,C21,C02,C15,C22,C09,,,,,,,,,,,,,,,,,
16509,"000903-00-0192,10021,001,1)",C05,C03,C21,C23,C18,,,,,,,,,,,,,,,,,,,,
16510,"000903-00-0195,10022,001,1)",C08,C20,C16,,,,,,,,,,,,,,,,,,,,,,
16511,"000903-00-0197,10023,001,1)",C08,C13,,,,,,,,,,,,,,,,,,,,,,,
16512,"000903-00-0199,10001,001,1)",C02,C10,C22,,,,,,,,,,,,,,,,,,,,,,
16513,"000903-00-0201,10002,001,1)",C03,C02,C07,C08,C12,,,,,,,,,,,,,,,,,,,,
16514,"000903-00-0203,10000,001,1)",C16,C23,C03,C17,C19,C21,C10,C08,C05,C18,,,,,,,,,,,,,,,
16515,"000903-00-0204,10004,001,1)",C09,C05,C22,,,,,,,,,,,,,,,,,,,,,,
16516,"000903-00-0206,10005,001,1)",C03,C10,C14,C04,C15,C21,C18,,,,,,,,,,,,,,,,,,
16517,"000903-00-0208,10007,001,1)",C17,,,,,,,,,,,,,,,,,,,,,,,,
16518,"000903-00-0210,10006,001,1)",C17,,,,,,,,,,,,,,,,,,,,,,,,
16519,"000903-00-0211,10008,001,1)",C05,C01,C03,C09,C23,C17,C21,C18,C08,,,,,,,,,,,,,,,,
16520,"000903-00-0213,10009,001,1)",C01,C09,C05,C04,C03,C23,C17,C02,,,,,,,,,,,,,,,,,
16521,"000903-00-0215,10010,001,1)",C21,C22,C04,C23,,,,,,,,,,,,,,,,,,,,,
16522,"000903-00-0218,10014,001,1)",C20,C08,C03,,,,,,,,,,,,,,,,,,,,,,
16523,"000903-00-0220,10015,001,1)",C23,C04,C20,,,,,,,,,,,,,,,,,,,,,,
16524,"000903-00-0221,10016,001,1)",C08,C03,C05,C20,C10,C21,C02,C18,C19,,,,,,,,,,,,,,,,
16525,"000903-00-0224,10021,001,1)",C18,C16,,,,,,,,,,,,,,,,,,,,,,,
16526,"000903-00-0225,10018,001,1)",C05,C17,C03,C07,C08,C21,C23,C01,C02,C10,C18,C19,,,,,,,,,,,,,
16527,"000903-00-0227,10019,001,1)",C01,C10,C07,C09,,,,,,,,,,,,,,,,,,,,,
16528,"000903-00-0230,10022,001,1)",C08,C10,C20,C03,,,,,,,,,,,,,,,,,,,,,
16529,"000903-00-0232,10000,001,1)",C08,C03,C16,C20,C17,,,,,,,,,,,,,,,,,,,,
16530,"000903-00-0234,10000,001,1)",C16,,,,,,,,,,,,,,,,,,,,,,,,
16531,"000903-00-0236,10000,001,1)",C05,C07,C14,C09,C25,C23,C04,C03,,,,,,,,,,,,,,,,,
16532,"000903-00-0238,10017,001,1)",C18,C08,C05,C21,C20,C03,C14,C07,C01,C02,C22,C04,C16,C15,C11,,,,,,,,,,
16533,"000903-00-0240,10024,001,1)",C02,C05,C03,C10,C21,C17,C18,C09,C04,C23,,,,,,,,,,,,,,,
16534,"000903-00-0242,10001,001,1)",C20,C08,C10,C09,C12,C02,C18,C23,C22,,,,,,,,,,,,,,,,
16535,"000903-00-0244,10003,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
16536,"000903-00-0247,10000,001,1)",C08,C23,C04,C18,,,,,,,,,,,,,,,,,,,,,
16537,"000903-00-0249,10000,001,1)",C10,C18,C21,C23,C03,C22,C17,,,,,,,,,,,,,,,,,,
16538,"000903-00-0251,10002,001,1)",C07,C02,,,,,,,,,,,,,,,,,,,,,,,
16539,"000903-00-0253,10023,001,1)",C08,C03,C18,C20,C19,C05,C23,C16,,,,,,,,,,,,,,,,,
16540,"000903-00-0254,10000,001,1)",C07,C19,C04,C03,C08,C20,C18,C01,C21,,,,,,,,,,,,,,,,
16541,"000903-00-0257,10004,001,1)",C10,C18,C08,C16,C22,C20,,,,,,,,,,,,,,,,,,,
16542,"000903-00-0259,10000,001,1)",C01,C03,C10,C17,C08,,,,,,,,,,,,,,,,,,,,
16543,"000903-00-0260,10000,001,1)",C18,C10,C09,C01,C22,,,,,,,,,,,,,,,,,,,,
16544,"000903-00-0263,10000,001,1)",C02,C10,C21,C01,C17,C06,C03,,,,,,,,,,,,,,,,,,
16545,"000903-00-0266,10000,001,1)",C08,C16,C20,C14,,,,,,,,,,,,,,,,,,,,,
16546,"000903-00-0267,10000,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16547,"000903-00-0268,10000,001,1)",C03,C08,C16,C17,C18,,,,,,,,,,,,,,,,,,,,
16548,"000903-00-0270,10000,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16549,"000903-00-0274,10000,001,1)",C08,C16,C03,C05,C18,C20,C15,C21,,,,,,,,,,,,,,,,,
16550,"000903-00-0276,10000,001,1)",C08,C20,C17,,,,,,,,,,,,,,,,,,,,,,
16551,"000903-00-0277,10006,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
16552,"000903-00-0279,10000,001,1)",C08,C20,C16,C23,,,,,,,,,,,,,,,,,,,,,
16553,"000903-00-0282,10005,001,1)",C05,C03,C10,C09,C17,C08,C16,C23,,,,,,,,,,,,,,,,,
16554,"000903-00-0284,10000,001,1)",C08,C10,C03,C15,C21,C23,C07,,,,,,,,,,,,,,,,,,
16555,"000903-00-0287,10000,001,1)",C20,C08,C19,C17,C12,C01,C23,C10,C13,,,,,,,,,,,,,,,,
16556,"000903-00-0288,10000,001,1)",C08,C02,,,,,,,,,,,,,,,,,,,,,,,
16557,"000903-00-0290,10000,001,1)",C08,C20,C05,C03,C01,,,,,,,,,,,,,,,,,,,,
16558,"000903-00-0292,10000,001,1)",C01,C18,C22,,,,,,,,,,,,,,,,,,,,,,
16559,"000903-00-0295,10000,001,1)",C08,C05,C23,C03,C04,,,,,,,,,,,,,,,,,,,,
16560,"000903-00-0296,10000,001,1)",C23,C05,C03,C14,,,,,,,,,,,,,,,,,,,,,
16561,"000903-00-0298,10007,001,1)",C22,C06,C09,,,,,,,,,,,,,,,,,,,,,,
16562,"000903-00-0300,10000,001,1)",C08,C02,,,,,,,,,,,,,,,,,,,,,,,
16563,"000903-00-0302,10008,001,1)",C02,C23,C01,C04,C05,,,,,,,,,,,,,,,,,,,,
16564,"000903-00-0303,10009,001,1)",C02,C23,C01,C04,,,,,,,,,,,,,,,,,,,,,
16565,"000903-00-0305,10011,001,1)",C23,C10,C20,C17,C21,C03,,,,,,,,,,,,,,,,,,,
16566,"000903-00-0308,10010,001,1)",C23,C10,C20,C17,C21,,,,,,,,,,,,,,,,,,,,
16567,"000903-00-0309,10012,001,1)",C08,C10,C01,C17,C19,C20,C18,,,,,,,,,,,,,,,,,,
16568,"000903-00-0311,10014,001,1)",C03,C14,C13,,,,,,,,,,,,,,,,,,,,,,
16569,"000903-00-0313,10013,001,1)",C03,C16,C18,C12,C08,C21,C20,C09,,,,,,,,,,,,,,,,,
16570,"000903-00-0316,10016,001,1)",C19,C03,C08,C18,C17,C23,C04,C07,C12,C14,C15,C21,C25,,,,,,,,,,,,
16571,"000903-00-0318,10017,001,1)",C19,C02,C03,C17,C01,C23,C21,,,,,,,,,,,,,,,,,,
16572,"000903-00-0319,10018,001,1)",C17,,,,,,,,,,,,,,,,,,,,,,,,
16573,"000903-00-0322,10020,001,1)",C10,C23,C04,,,,,,,,,,,,,,,,,,,,,,
16574,"000903-00-0324,10021,001,1)",C10,C08,,,,,,,,,,,,,,,,,,,,,,,
16575,"000903-00-0326,10019,001,1)",C18,C20,C08,C16,C03,C10,,,,,,,,,,,,,,,,,,,
16576,"000903-00-0328,10000,001,1)",C16,,,,,,,,,,,,,,,,,,,,,,,,
16577,"000903-00-0330,10023,001,1)",C08,C20,C18,,,,,,,,,,,,,,,,,,,,,,
16578,"000903-00-0331,10022,001,1)",C08,C20,C03,C16,C15,C14,,,,,,,,,,,,,,,,,,,
16579,"000903-00-0333,10024,001,1)",C16,C13,C14,C03,,,,,,,,,,,,,,,,,,,,,
16580,"000903-00-0336,10000,001,1)",C01,C18,C16,C08,C20,C22,C19,C10,C14,,,,,,,,,,,,,,,,
16581,"000903-00-0337,10015,001,1)",C10,C03,C18,C23,,,,,,,,,,,,,,,,,,,,,
16582,"000903-00-0340,10002,001,1)",C02,C21,C09,C18,C03,,,,,,,,,,,,,,,,,,,,
16583,"000903-00-0342,10001,001,1)",C02,C21,C09,C05,C23,C03,,,,,,,,,,,,,,,,,,,
16584,"000903-00-0343,10000,001,1)",C10,C09,C01,C02,C17,,,,,,,,,,,,,,,,,,,,
16585,"000903-00-0346,10000,001,1)",C08,C03,C04,C10,C14,C18,C20,C21,C13,,,,,,,,,,,,,,,,
16586,"000903-00-0349,10000,001,1)",C08,C03,C04,C20,C10,C14,,,,,,,,,,,,,,,,,,,
16587,"000903-00-0350,10000,001,1)",C02,C10,C17,C19,C03,C05,C21,C23,C18,C08,C16,,,,,,,,,,,,,,
16588,"000903-00-0352,10000,001,1)",C18,C16,C08,C03,C20,,,,,,,,,,,,,,,,,,,,
16589,"000903-00-0354,10003,001,1)",C23,,,,,,,,,,,,,,,,,,,,,,,,
